"Source1","Source2"
"Thondamanaru-JA0048-18G/1168-24-ODU-1(RTNRF-1)","Valvetithurai-JA0016-18G/1168-24-ODU-1(RTNRF-1)"
,
"Medawakkulama-PU0058-13G/778-23-ODU-1(RTNRF-1)","Nikaweratiya-KU0012-13G/778-23-ODU-1(RTNRF-1)"
,
"Medawakkulama-PU0058-13G/778-24-ODU-1(RTNRF-1)","Nikaweratiya-KU0012-13G/778-24-ODU-1(RTNRF-1)"
,
"Kalalgoda Dialog-CM0513-23G/718-23-ODU-1(RTNRF-1)","Pamunuwa Relocat-CM0875-23G/718-23-ODU-1(RTNRF-1)"
,
"Kalalgoda Dialog-CM0513-23G/718-24-ODU-1(RTNRF-1)","Pamunuwa Relocat-CM0875-23G/718-24-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-23G/1577-23-ODU-1(RTNRF-1)","Dematagoda-CM0136-23G/1577-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-23G/1577-25-ODU-1(RTNRF-1)","Dematagoda-CM0136-23G/1577-25-ODU-1(RTNRF-1)"
,
"Padinaddampore-MU0037-11G/410-23-ODU-1(RTNRF-1)","Mallavi-MU0016-11G/410-23-ODU-1(RTNRF-1)"
,
"Padinaddampore-MU0037-11G/410-24-ODU-1(RTNRF-1)","Mallavi-MU0016-11G/410-24-ODU-1(RTNRF-1)"
,
"Omanthei-VA0028-15G/941-23-ODU-1(RTNRF-1)","Mamaduwa-VA0058-15G/941-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/729-23-ODU-1(RTNRF-1)","Pattigoda-GM0269-18G/729-23-ODU-1(RTNRF-1)"
,
"Abans_Ind-CM0025-26G/805-23-ODU-1(RTNRF-1)","Thursten-CM0174-26G/805-23-ODU-1(RTNRF-1)"
,
"Abans_Ind-CM0025-26G/805-24-ODU-1(RTNRF-1)","Thursten-CM0174-26G/805-24-ODU-1(RTNRF-1)"
,
"Valvetithurai_South-JA0110-23G/719-23-ODU-1(RTNRF-1)","Valvetithurai-JA0016-23G/719-23-ODU-1(RTNRF-1)"
,
"Hirana-KL0046-18G/954-23-ODU-1(RTNRF-1)","Gorakapola-KL0109-18G/954-23-ODU-1(RTNRF-1)"
,
"Dambulla DBN-MT0001-15G/865-23-ODU-1(RTNRF-1)","Yakkulagala-MT0088-15G/865-23-ODU-1(RTNRF-1)"
,
"Kalubowila-CM0037-26G/921-23-ODU-1(RTNRF-1)","Anderson_Rd-CM0001-26G/921-23-ODU-1(RTNRF-1)"
,
"Kalubowila-CM0037-26G/921-24-ODU-1(RTNRF-1)","Anderson_Rd-CM0001-26G/921-24-ODU-1(RTNRF-1)"
,
"Analativu-JA0096-15G/938-23-ODU-1(RTNRF-1)","Kaytes-JA0060-15G/938-23-ODU-1(RTNRF-1)"
,
"Analativu-JA0096-15G/938-24-ODU-1(RTNRF-1)","Kaytes-JA0060-15G/938-24-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-26G/1210-23-ODU-1(RTNRF-1)","Madinnagoda_South-CM0802-26G/1210-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-26G/1210-24-ODU-1(RTNRF-1)","Madinnagoda_South-CM0802-26G/1210-24-ODU-1(RTNRF-1)"
,
"Dambulla_South-MT0086-18G/1377-23-ODU-1(RTNRF-1)","Dambulla-MT0001-18G/1377-23-ODU-1(RTNRF-1)"
,
"Dambulla_South-MT0086-18G/1377-24-ODU-1(RTNRF-1)","Dambulla-MT0001-18G/1377-24-ODU-1(RTNRF-1)"
,
"Kahatagollewa-AN0177-13G/514-23-ODU-1(RTNRF-1)","Kapugollewa-AN0088-13G/514-23-ODU-1(RTNRF-1)"
,
"PAVAKKODICHCHENAI-BA0094-11G/442-23-ODU-1(RTNRF-1)","KATTANKUDY-BA0004-11G/442-23-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-23G/1330-23-ODU-1(RTNRF-1)","Kotikawatta_West-CM0369-23G/1330-23-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-23G/1330-24-ODU-1(RTNRF-1)","Kotikawatta_West-CM0369-23G/1330-24-ODU-1(RTNRF-1)"
,
"Kala traders-CM0260-23G/1630-23-ODU-1(RTNRF-1)","Punchiborella-CM0095-23G/1630-23-ODU-1(RTNRF-1)"
,
"Sungawila_DAP-PO0030-18G/1793-23-ODU-1(RTNRF-1)","Palliyagodella_Hutch-PO0129-18G/1793-23-ODU-1(RTNRF-1)"
,
"Dias_Place_South-CM0824-26G/890-23-ODU-1(RTNRF-1)","Maliban-CM0153-26G/890-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/546-23-ODU-1(RTNRF-1)","Anuradhapura_Airport-AN0016-15G/546-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/546-24-ODU-1(RTNRF-1)","Anuradhapura_Airport-AN0016-15G/546-24-ODU-1(RTNRF-1)"
,
"Mawaramandiya_Dialog-GM0034-23G/1660-23-ODU-1(RTNRF-1)","Gonahena_Reloc-GM0492-23G/1660-23-ODU-1(RTNRF-1)"
,
"Mawaramandiya_Dialog-GM0034-23G/1660-24-ODU-1(RTNRF-1)","Gonahena_Reloc-GM0492-23G/1660-24-ODU-1(RTNRF-1)"
,
"Kathireshan_Street-CM0624-26G/1293-23-ODU-1(RTNRF-1)","Sea_Street_N-CM0673-26G/1293-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/807-23-ODU-1(RTNRF-1)","Dadagamuwa-GM0460-18G/807-23-ODU-1(RTNRF-1)"
,
"Omaragolla-KU0033-18G/1659-23-ODU-1(RTNRF-1)","Melsiripura-KU0010-18G/1659-23-ODU-1(RTNRF-1)"
,
"Balalla-KU0068-13G/968-23-ODU-1(RTNRF-1)","Yapahuwa_South-KU0172-13G/968-23-ODU-1(RTNRF-1)"
,
"HIRIPITIYA-KU0044-23G/1695-23-ODU-1(RTNRF-1)","HIRIPITIYA_WEST-KU0352-23G/1695-23-ODU-1(RTNRF-1)"
,
"CPC_HO_IBS-CM1094-23G/1599-23-ODU-1(RTNRF-1)","Kala traders-CM0260-23G/1599-23-ODU-1(RTNRF-1)"
,
"CPC_HO_IBS-CM1094-23G/1599-24-ODU-1(RTNRF-1)","Kala traders-CM0260-23G/1599-24-ODU-1(RTNRF-1)"
,
"Vellamullivaikkal-MU0012-18G/1870-23-ODU-1(RTNRF-1)","Vattappalai-MU0041-18G/1870-23-ODU-1(RTNRF-1)"
,
"Nugagahahandiya-GM0137-18G/1353-23-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1353-23-ODU-1(RTNRF-1)"
,
"Nugagahahandiya-GM0137-18G/1353-24-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1353-24-ODU-1(RTNRF-1)"
,
"Puloli-JA0008-18G/1069-23-ODU-1(RTNRF-1)","Point_Pedro-JA0007-18G/1069-23-ODU-1(RTNRF-1)"
,
"Puloli-JA0008-18G/1069-24-ODU-1(RTNRF-1)","Point_Pedro-JA0007-18G/1069-24-ODU-1(RTNRF-1)"
,
"Thalawa-AN0031-18G/1502-23-ODU-1(RTNRF-1)","Kiralogama-AN0113-18G/1502-23-ODU-1(RTNRF-1)"
,
"Ellakkala-GM0131-18G/595-23-ODU-1(RTNRF-1)","Pasyala-GM0090-18G/595-23-ODU-1(RTNRF-1)"
,
"Ellakkala-GM0131-18G/595-24-ODU-1(RTNRF-1)","Pasyala-GM0090-18G/595-24-ODU-1(RTNRF-1)"
,
"Puloli_North-JA0076-23G/723-23-ODU-1(RTNRF-1)","Puloli_Dialog-JA0008-23G/723-23-ODU-1(RTNRF-1)"
,
"Puloli_North-JA0076-23G/723-24-ODU-1(RTNRF-1)","Puloli_Dialog-JA0008-23G/723-24-ODU-1(RTNRF-1)"
,
"Hokandara_South-CM0558-18G/1251-23-ODU-1(RTNRF-1)","Pothuarawa-CM0424-18G/1251-23-ODU-1(RTNRF-1)"
,
"Hokandara_South-CM0558-18G/1251-24-ODU-1(RTNRF-1)","Pothuarawa-CM0424-18G/1251-24-ODU-1(RTNRF-1)"
,
"Fairmount_Ind-CM0785-23G/1458-23-ODU-1(RTNRF-1)","Rajagiriya-CM0162-23G/1458-23-ODU-1(RTNRF-1)"
,
"Fairmount_Ind-CM0785-23G/1458-24-ODU-1(RTNRF-1)","Rajagiriya-CM0162-23G/1458-24-ODU-1(RTNRF-1)"
,
"Hekiththa-GM0016-26G/720-23-ODU-1(RTNRF-1)","Farm_Rd-CM0463-26G/720-23-ODU-1(RTNRF-1)"
,
"Hekiththa-GM0016-26G/720-24-ODU-1(RTNRF-1)","Farm_Rd-CM0463-26G/720-24-ODU-1(RTNRF-1)"
,
"MAYFIELD_LANE-CM0595-23G/1746-HY-23-ODU-1(RTNRF-1)","KELNITISA_NTH-CM0518-23G/1746-HY-23-ODU-1(RTNRF-1)"
,
"MAYFIELD_LANE-CM0595-23G/1746-HY-24-ODU-1(RTNRF-1)","KELNITISA_NTH-CM0518-23G/1746-HY-24-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-15G/833-23-ODU-1(RTNRF-1)","Welagedara-KU0144-15G/833-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-15G/833-24-ODU-1(RTNRF-1)","Welagedara-KU0144-15G/833-24-ODU-1(RTNRF-1)"
,
"Kalpitiya_SLN-PU0139-7G/716-23-ODU-1(RTNRF-1)","Battalangunduwa_SLN-PU0140-7G/716-23-ODU-1(RTNRF-1)"
,
"Kalpitiya_SLN-PU0139-7G/716-24-ODU-1(RTNRF-1)","Battalangunduwa_SLN-PU0140-7G/716-24-ODU-1(RTNRF-1)"
,
"Mirigama_East-GM0411-15G/585-23-ODU-1(RTNRF-1)","Loluwagoda-GM0278-15G/585-23-ODU-1(RTNRF-1)"
,
"Liyanage_Rd-CM1230-26G/1437-23-ODU-1(RTNRF-1)","Dehiwala_Dialog-CM0134-26G/1437-23-ODU-1(RTNRF-1)"
,
"Horowpathana Dialog-AN0166-18G/1865-23-ODU-1(RTNRF-1)","Thulana Horowpathana Airtel-AN0017-18G/1865-23-ODU-1(RTNRF-1)"
,
"Kobeigane-KU0035-13G/819-23-ODU-1(RTNRF-1)","Boraluwewa-KU0099-13G/819-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-23G/900-23-ODU-1(RTNRF-1)","Imbulgoda_North-GM0209-23G/900-23-ODU-1(RTNRF-1)"
,
"Mudiyannegama-KU0136-18G/1564-23-ODU-1(RTNRF-1)","Ehetuwewa-KU0095-18G/1564-23-ODU-1(RTNRF-1)"
,
"Mudiyannegama-KU0136-18G/1564-24-ODU-1(RTNRF-1)","Ehetuwewa-KU0095-18G/1564-24-ODU-1(RTNRF-1)"
,
"Chunnakam_DTP-JA0011-26G/1359-23-ODU-1(RTNRF-1)","Chunnakam_SLT-JA0035-26G/1359-23-ODU-1(RTNRF-1)"
,
"Valvetithurai-JA0016-18G/899-23-ODU-1(RTNRF-1)","Karaweddy_West-JA0073-18G/899-23-ODU-1(RTNRF-1)"
,
"Valvetithurai-JA0016-18G/899-24-ODU-1(RTNRF-1)","Karaweddy_West-JA0073-18G/899-24-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/1352-23-ODU-1(RTNRF-1)","Bemmulla-GM0121-18G/1352-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-18G/1352-24-ODU-1(RTNRF-1)","Bemmulla-GM0121-18G/1352-24-ODU-1(RTNRF-1)"
,
"Laggala-MT0004-11G/254-23-ODU-1(RTNRF-1)","Naula-MT0007-11G/254-23-ODU-1(RTNRF-1)"
,
"Malwana-GM0118-18G/875-23-ODU-1(RTNRF-1)","Dekatana-GM0113-18G/875-23-ODU-1(RTNRF-1)"
,
"Mannar-MA0004-15G/840-23-ODU-1(RTNRF-1)","Adampan-MA0027-15G/840-23-ODU-1(RTNRF-1)"
,
"Anamaduwa-PU0001-11G/264-23-ODU-1(RTNRF-1)","Nawagattegama-PU0145-11G/264-23-ODU-1(RTNRF-1)"
,
"HNB_Ind-CM0705-26G/1269-23-ODU-1(RTNRF-1)","Akbar_Ind-CM0743-26G/1269-23-ODU-1(RTNRF-1)"
,
"HNB_Ind-CM0705-26G/1269-24-ODU-1(RTNRF-1)","Akbar_Ind-CM0743-26G/1269-24-ODU-1(RTNRF-1)"
,
"Poovarasankulam-VA0020-11G/274-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-11G/274-23-ODU-1(RTNRF-1)"
,
"Poovarasankulam-VA0020-11G/274-24-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-11G/274-24-ODU-1(RTNRF-1)"
,
"Mahabage-GM0032-18G/969-23-ODU-1(RTNRF-1)","Hekiththa-GM0016-18G/969-23-ODU-1(RTNRF-1)"
,
"Mahabage-GM0032-18G/969-24-ODU-1(RTNRF-1)","Hekiththa-GM0016-18G/969-24-ODU-1(RTNRF-1)"
,
"Ambakandawila-PU0066-18G/1535-23-ODU-1(RTNRF-1)","Madampe-PU0008-18G/1535-23-ODU-1(RTNRF-1)"
,
"Ambakandawila-PU0066-18G/1535-24-ODU-1(RTNRF-1)","Madampe-PU0008-18G/1535-24-ODU-1(RTNRF-1)"
,
"Mathagal-JA0099-18G/648-23-ODU-1(RTNRF-1)","Agbo-JA0132-18G/648-23-ODU-1(RTNRF-1)"
,
"Piriyamaduwa-AN0069-13G/996-23-ODU-1(RTNRF-1)","Yakalla-AN0070-13G/996-23-ODU-1(RTNRF-1)"
,
"PARAN_STH-KI0093-18G/1923-HY-23-ODU-1(RTNRF-1)","KILI_TWN-KI0027-18G/1923-HY-23-ODU-1(RTNRF-1)"
,
"Mirigama_Suntel(MIR/001)-GM0545-18G/1444-23-ODU-1(RTNRF-1)","Keenadeniya_Dialog-GM0189-18G/1444-23-ODU-1(RTNRF-1)"
,
"Minuwangete-KU0067-15G/903-23-ODU-1(RTNRF-1)","Nagollagama-KU0114-15G/903-23-ODU-1(RTNRF-1)"
,
"Semamadu-VA0048-15G/683-23-ODU-1(RTNRF-1)","Omantai_DTL-VA0028-15G/683-23-ODU-1(RTNRF-1)"
,
"Semamadu-VA0048-15G/683-25-ODU-1(RTNRF-1)","Omantai_DTL-VA0028-15G/683-25-ODU-1(RTNRF-1)"
,
"Dompe_Town-GM0207-23G/845-23-ODU-1(RTNRF-1)","Dompe-GM0066-23G/845-23-ODU-1(RTNRF-1)"
,
"Trinco_DBN-TR0066-23G/1322-23-ODU-1(RTNRF-1)","Trinco_Town-TR0001-23G/1322-23-ODU-1(RTNRF-1)"
,
"Trinco_DBN-TR0066-23G/1322-25-ODU-1(RTNRF-1)","Trinco_Town-TR0001-23G/1322-25-ODU-1(RTNRF-1)"
,
"Marugnoor-VA0023-18G/574-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-18G/574-23-ODU-1(RTNRF-1)"
,
"Melsiripura DAP-KU0010-18G/1790-23-ODU-1(RTNRF-1)","Melsiripura East-KU0145-18G/1790-23-ODU-1(RTNRF-1)"
,
"Kokkaticholai-BA0024-13G/918-23-ODU-1(RTNRF-1)","Munaittivu-BA0063-13G/918-23-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-23G/856-23-ODU-1(RTNRF-1)","Iranamadu_East_SLA-KI0041-23G/856-23-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-23G/856-24-ODU-1(RTNRF-1)","Iranamadu_East_SLA-KI0041-23G/856-24-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-18G/1628-23-ODU-1(RTNRF-1)","Obesekarapura_N-CM0808-18G/1628-23-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-18G/1628-24-ODU-1(RTNRF-1)","Obesekarapura_N-CM0808-18G/1628-24-ODU-1(RTNRF-1)"
,
"Enderamulla_West-GM0251-26G/494-23-ODU-1(RTNRF-1)","Enderamulla-GM0009-26G/494-23-ODU-1(RTNRF-1)"
,
"Enderamulla_West-GM0251-26G/494-24-ODU-1(RTNRF-1)","Enderamulla-GM0009-26G/494-24-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-26G/629-23-ODU-1(RTNRF-1)","Mahabuthgamuwa-CM0806-26G/629-23-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-26G/629-24-ODU-1(RTNRF-1)","Mahabuthgamuwa-CM0806-26G/629-24-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-13G/601-23-ODU-1(RTNRF-1)","Uyilankulam-MA0007-13G/601-23-ODU-1(RTNRF-1)"
,
"Koswatta_Nattandiya-PU0064-18G/1430-23-ODU-1(RTNRF-1)","Dematapitiya-PU0038-18G/1430-23-ODU-1(RTNRF-1)"
,
"Elahera-PO0022-11G/423-23-ODU-1(RTNRF-1)","Gammaduwa-MT0033-11G/423-23-ODU-1(RTNRF-1)"
,
"Dompe_Dialog-GM0066-23G/1658-23-ODU-1(RTNRF-1)","Lansiyahena-GM0430-23G/1658-23-ODU-1(RTNRF-1)"
,
"Sittandy-BA0010-11G/441-23-ODU-1(RTNRF-1)","Rugam-BA0059-11G/441-23-ODU-1(RTNRF-1)"
,
"Katana-GM0024-18G/1549-23-ODU-1(RTNRF-1)","Duriyangahadeniya-GM0416-18G/1549-23-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-18G/1531-23-ODU-1(RTNRF-1)","Meddepola-KU0142-18G/1531-23-ODU-1(RTNRF-1)"
,
"Moratuwa_North-CM0155-23G/1325-23-ODU-1(RTNRF-1)","Moratumulla-CM0068-23G/1325-23-ODU-1(RTNRF-1)"
,
"Moratuwa_North-CM0155-23G/1325-24-ODU-1(RTNRF-1)","Moratumulla-CM0068-23G/1325-24-ODU-1(RTNRF-1)"
,
"Ridigama-KU0026-18G/912-23-ODU-1(RTNRF-1)","Dodangaslanda-KU0240-18G/912-23-ODU-1(RTNRF-1)"
,
"Ridigama-KU0026-18G/912-24-ODU-1(RTNRF-1)","Dodangaslanda-KU0240-18G/912-24-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-26G/1237-23-ODU-1(RTNRF-1)","Battaramulla_East-CM0965-26G/1237-23-ODU-1(RTNRF-1)"
,
"Church_Street_Dialog-CM1035-26G/1490-23-ODU-1(RTNRF-1)","CIC_Outdoor-CM0188-26G/1490-23-ODU-1(RTNRF-1)"
,
"Nallamudawa_Mobitel-AN0159-18G/1866-23-ODU-1(RTNRF-1)","Thirappane_Dialog-AN0033-18G/1866-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-23G/698-23-ODU-1(RTNRF-1)","Hokandara-CM0198-23G/698-23-ODU-1(RTNRF-1)"
,
"Malabe_South-CM0424-23G/698-24-ODU-1(RTNRF-1)","Hokandara-CM0198-23G/698-24-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-23G/1546-23-ODU-1(RTNRF-1)","Mattagoda_Mobitel-GM0656-23G/1546-23-ODU-1(RTNRF-1)"
,
"Kalagedihena-GM0023-23G/1546-24-ODU-1(RTNRF-1)","Mattagoda_Mobitel-GM0656-23G/1546-24-ODU-1(RTNRF-1)"
,
"Medagampitiya_East-GM0433-18G/683-23-ODU-1(RTNRF-1)","Veyangoda-GM0048-18G/683-23-ODU-1(RTNRF-1)"
,
"Chatham_St-CM0651-26G/1285-23-ODU-1(RTNRF-1)","Hemson_Ind-CM0389-26G/1285-23-ODU-1(RTNRF-1)"
,
"Chatham_St-CM0651-26G/1285-24-ODU-1(RTNRF-1)","Hemson_Ind-CM0389-26G/1285-24-ODU-1(RTNRF-1)"
,
"Muthur-TR0007-13G/890-23-ODU-1(RTNRF-1)","Thampalagamam_South-TR0035-13G/890-23-ODU-1(RTNRF-1)"
,
"Nuwarawewa_N_Airtel-AN0227-26G/1312-23-ODU-1(RTNRF-1)","Anuradhapura_Suntel-AN0002-26G/1312-23-ODU-1(RTNRF-1)"
,
"Nuwarawewa_N_Airtel-AN0227-26G/1312-24-ODU-1(RTNRF-1)","Anuradhapura_Suntel-AN0002-26G/1312-24-ODU-1(RTNRF-1)"
,
"Morawawe-TR0024-11G/459-23-ODU-1(RTNRF-1)","Nilaweli-TR0047-11G/459-23-ODU-1(RTNRF-1)"
,
"Morawawe-TR0024-11G/459-25-ODU-1(RTNRF-1)","Nilaweli-TR0047-11G/459-25-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/908-23-ODU-1(RTNRF-1)","Humbutiyawa-GM0198-18G/908-23-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/908-24-ODU-1(RTNRF-1)","Humbutiyawa-GM0198-18G/908-24-ODU-1(RTNRF-1)"
,
"Mahargama-CM0056-23G/1326-23-ODU-1(RTNRF-1)","Pannipitiya-CM0087-23G/1326-23-ODU-1(RTNRF-1)"
,
"Mahargama-CM0056-23G/1326-24-ODU-1(RTNRF-1)","Pannipitiya-CM0087-23G/1326-24-ODU-1(RTNRF-1)"
,
"Valvetithurai-JA0016-18G/1375-23-ODU-1(RTNRF-1)","Karaweddy_East-JA0151-18G/1375-23-ODU-1(RTNRF-1)"
,
"Padaviya_North-VA0059-18G/798-23-ODU-1(RTNRF-1)","Galkulama_Kanda-AN0115-18G/798-23-ODU-1(RTNRF-1)"
,
"Asgiriya-GM0003-23G/1017-23-ODU-1(RTNRF-1)","Gampaha_Station-GM0531-23G/1017-23-ODU-1(RTNRF-1)"
,
"Diyabeduma_T_Etisalat-PO0097-23G/829-23-ODU-1(RTNRF-1)","Diyabeduma-PO0026-23G/829-23-ODU-1(RTNRF-1)"
,
"Boralesgamuwa-CM0007-26G/1170-23-ODU-1(RTNRF-1)","Wattegedara-CM0431-26G/1170-23-ODU-1(RTNRF-1)"
,
"Boralesgamuwa-CM0007-26G/1170-24-ODU-1(RTNRF-1)","Wattegedara-CM0431-26G/1170-24-ODU-1(RTNRF-1)"
,
"Fairway Sky Gardens Indoor-CM0953-23G/1523-23-ODU-1(RTNRF-1)","Battaramulla-CM0127-23G/1523-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulam_dialog-VA0072-18G/1792-23-ODU-1(RTNRF-1)","Sinnakulam_dialog-VA0056-18G/1792-23-ODU-1(RTNRF-1)"
,
"Bangadeniya-PU0024-15G/659-23-ODU-1(RTNRF-1)","Arachchikattuwa-PU0002-15G/659-23-ODU-1(RTNRF-1)"
,
"Bangadeniya-PU0024-15G/659-24-ODU-1(RTNRF-1)","Arachchikattuwa-PU0002-15G/659-24-ODU-1(RTNRF-1)"
,
"Kuchchiweli_Dialog-TR0020-11G/312-23-ODU-1(RTNRF-1)","Bakmeegama-TR0039-11G/312-23-ODU-1(RTNRF-1)"
,
"Landmark_South-CM0250-23G/1743-23-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1743-23-ODU-1(RTNRF-1)"
,
"Landmark_South-CM0250-23G/1743-24-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1743-24-ODU-1(RTNRF-1)"
,
"MINUWANGODA-GM0035-23G/1649-23-ODU-1(RTNRF-1)","HORAMPELLA WEST-GM0596-23G/1649-23-ODU-1(RTNRF-1)"
,
"Majestic_Ind-CM0707-26G/832-23-ODU-1(RTNRF-1)","Jaya_Rd-CM0378-26G/832-23-ODU-1(RTNRF-1)"
,
"Majestic_Ind-CM0707-26G/832-24-ODU-1(RTNRF-1)","Jaya_Rd-CM0378-26G/832-24-ODU-1(RTNRF-1)"
,
"Anuradhapura_RT-AN0100-18G/885-23-ODU-1(RTNRF-1)","Anuradhapura_MTT-AN0013-18G/885-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_RT-AN0100-18G/885-24-ODU-1(RTNRF-1)","Anuradhapura_MTT-AN0013-18G/885-24-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-18G/694-23-ODU-1(RTNRF-1)","Kohilawatta-CM0239-18G/694-23-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-18G/694-24-ODU-1(RTNRF-1)","Kohilawatta-CM0239-18G/694-24-ODU-1(RTNRF-1)"
,
"Mawaramandiya-GM0034-18G/518-23-ODU-1(RTNRF-1)","Weboda_South-GM0235-18G/518-23-ODU-1(RTNRF-1)"
,
"Mawaramandiya-GM0034-18G/518-24-ODU-1(RTNRF-1)","Weboda_South-GM0235-18G/518-24-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-23G/1486-23-ODU-1(RTNRF-1)","Orugodawatta_North-CM0474-23G/1486-23-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-23G/1486-24-ODU-1(RTNRF-1)","Orugodawatta_North-CM0474-23G/1486-24-ODU-1(RTNRF-1)"
,
"Baddegedara-GM0270-18G/750-23-ODU-1(RTNRF-1)","Giriulla-KU0019-18G/750-23-ODU-1(RTNRF-1)"
,
"Kurundankulama_South-AN0111-18G/1924-23-ODU-1(RTNRF-1)","Anuradhapura_Suntel-AN0002-18G/1924-23-ODU-1(RTNRF-1)"
,
"Marawila-PU0009-23G/1514-23-ODU-1(RTNRF-1)","Marawila_N-PU0110-23G/1514-23-ODU-1(RTNRF-1)"
,
"Norachcholai-PU0044-15G/538-23-ODU-1(RTNRF-1)","Thalawila-PU0022-15G/538-23-ODU-1(RTNRF-1)"
,
"Norachcholai-PU0044-15G/538-24-ODU-1(RTNRF-1)","Thalawila-PU0022-15G/538-24-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-18G/1364-23-ODU-1(RTNRF-1)","Manativu-PU0120-18G/1364-23-ODU-1(RTNRF-1)"
,
"Sewanapitiya-PO0090-11G/438-23-ODU-1(RTNRF-1)","Sinhapura-PO0091-11G/438-23-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-11G/384-23-ODU-1(RTNRF-1)","Dharmapuram_DTL-KI0034-11G/384-23-ODU-1(RTNRF-1)"
,
"Iranamadu_DTL-KI0035-11G/384-25-ODU-1(RTNRF-1)","Dharmapuram_DTL-KI0034-11G/384-25-ODU-1(RTNRF-1)"
,
"Kelaniya-GM0027-18G/1337-23-ODU-1(RTNRF-1)","Gonawala-GM0014-18G/1337-23-ODU-1(RTNRF-1)"
,
"Kelaniya-GM0027-18G/1337-25-ODU-1(RTNRF-1)","Gonawala-GM0014-18G/1337-25-ODU-1(RTNRF-1)"
,
"Kotawila_Rd-CM0912-26G/563-23-ODU-1(RTNRF-1)","Wennawatta_South-CM0860-26G/563-23-ODU-1(RTNRF-1)"
,
"ALWIS_TOWN-GM0584-26G/1336-23-ODU-1(RTNRF-1)","Handala-GM0015-26G/1336-23-ODU-1(RTNRF-1)"
,
"ALWIS_TOWN-GM0584-26G/1336-24-ODU-1(RTNRF-1)","Handala-GM0015-26G/1336-24-ODU-1(RTNRF-1)"
,
"Kohuwala_RT-CM0047-26G/843-23-ODU-1(RTNRF-1)","Balapokuna-CM0004-26G/843-23-ODU-1(RTNRF-1)"
,
"Kohuwala_RT-CM0047-26G/843-24-ODU-1(RTNRF-1)","Balapokuna-CM0004-26G/843-24-ODU-1(RTNRF-1)"
,
"Pallivasaturai-PU0073-13G/513-23-ODU-1(RTNRF-1)","Karativ_Puttalam-PU0117-13G/513-23-ODU-1(RTNRF-1)"
,
"Karawitagara-PU0063-15G/944-23-ODU-1(RTNRF-1)","Madampe_North-PU0080-15G/944-23-ODU-1(RTNRF-1)"
,
"Maradankadawala-AN0010-13G/591-23-ODU-1(RTNRF-1)","Galnewa_Town-AN0116-13G/591-23-ODU-1(RTNRF-1)"
,
"Maradankadawala-AN0010-13G/591-24-ODU-1(RTNRF-1)","Galnewa_Town-AN0116-13G/591-24-ODU-1(RTNRF-1)"
,
