"Source1","Source2"
"Mallawapitiya-KU0059-15G/896-24-ODU-1(RTNRF-1)","Katupitiya-KU0060-15G/896-24-ODU-1(RTNRF-1)"
,
"Alvai-JA0027-18G/1162-23-ODU-1(RTNRF-1)","Puloli-JA0008-18G/1162-23-ODU-1(RTNRF-1)"
,
"Alvai-JA0027-18G/1162-24-ODU-1(RTNRF-1)","Puloli-JA0008-18G/1162-24-ODU-1(RTNRF-1)"
,
"Naranwala-GM0151-23G/1064-23-ODU-1(RTNRF-1)","Weliweriya-GM0052-23G/1064-23-ODU-1(RTNRF-1)"
,
"Naranwala-GM0151-23G/1064-24-ODU-1(RTNRF-1)","Weliweriya-GM0052-23G/1064-24-ODU-1(RTNRF-1)"
,
"Chundukuli MTU-JA0022-18G/1159-23-ODU-1(RTNRF-1)","Jaffna_SLT-JA0003-18G/1159-23-ODU-1(RTNRF-1)"
,
"Chundukuli MTU-JA0022-18G/1159-25-ODU-1(RTNRF-1)","Jaffna_SLT-JA0003-18G/1159-25-ODU-1(RTNRF-1)"
,
"Minuwangoda-GM0035-18G/941-23-ODU-1(RTNRF-1)","Bulugahamulla-GM0274-18G/941-23-ODU-1(RTNRF-1)"
,
"Iranai_Irappaikulam-MA0024-11G/293-23-ODU-1(RTNRF-1)","Omantai_DTL-VA0028-11G/293-23-ODU-1(RTNRF-1)"
,
"Iranai_Irappaikulam-MA0024-11G/293-25-ODU-1(RTNRF-1)","Omantai_DTL-VA0028-11G/293-25-ODU-1(RTNRF-1)"
,
"Nelumbewa-AN0173-13G/859-23-ODU-1(RTNRF-1)","Galkulama-AN0023-13G/859-23-ODU-1(RTNRF-1)"
,
"Jubilee_Post-CM0034-23G/722-23-ODU-1(RTNRF-1)","Udahamulla-CM0115-23G/722-23-ODU-1(RTNRF-1)"
,
"Athurugiriya_South-CM0361-26G/859-23-ODU-1(RTNRF-1)","Rukmalgama-CM0512-26G/859-23-ODU-1(RTNRF-1)"
,
"Athurugiriya_South-CM0361-26G/859-24-ODU-1(RTNRF-1)","Rukmalgama-CM0512-26G/859-24-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/1601-23-ODU-1(RTNRF-1)","Kaleliya_Mobitel-GM0175-18G/1601-23-ODU-1(RTNRF-1)"
,
"Pasyala-GM0090-18G/1601-24-ODU-1(RTNRF-1)","Kaleliya_Mobitel-GM0175-18G/1601-24-ODU-1(RTNRF-1)"
,
"Pannala Hutch-KU0303-15G/1000-23-ODU-1(RTNRF-1)","Sandalankawa DBN-KU0015-15G/1000-23-ODU-1(RTNRF-1)"
,
"Walakumbura-KE0240-18G/1812-23-ODU-1(RTNRF-1)","Polgahawela-KU0014-18G/1812-23-ODU-1(RTNRF-1)"
,
"Liberty_South_Relocation-CM1021-26G/1271-23-ODU-1(RTNRF-1)","Liberty Plaza-CM0151-26G/1271-23-ODU-1(RTNRF-1)"
,
"Maspotha-KU0043-18G/1827-23-ODU-1(RTNRF-1)","Kuda Galgamuwa South Mobitel-KU0337-18G/1827-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-13G/875-23-ODU-1(RTNRF-1)","Nuwaragala-PO0095-13G/875-23-ODU-1(RTNRF-1)"
,
"Nedurupitiya-GM0452-26G/1412-23-ODU-1(RTNRF-1)","Kandana_Town-GM0021-26G/1412-23-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-23G/604-23-ODU-1(RTNRF-1)","Kuswala-GM0140-23G/604-23-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-23G/604-24-ODU-1(RTNRF-1)","Kuswala-GM0140-23G/604-24-ODU-1(RTNRF-1)"
,
"Nochchiyagama_Town-AN0045-11G/390-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-11G/390-23-ODU-1(RTNRF-1)"
,
"Nochchiyagama_Town-AN0045-11G/390-25-ODU-1(RTNRF-1)","Thambuttegama-AN0011-11G/390-25-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-15G/631-23-ODU-1(RTNRF-1)","Katukenda-GM0106-15G/631-23-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-15G/631-24-ODU-1(RTNRF-1)","Katukenda-GM0106-15G/631-24-ODU-1(RTNRF-1)"
,
"Borella_YMBA-CM0130-26G/916-23-ODU-1(RTNRF-1)","Horton_Place_West-CM0559-26G/916-23-ODU-1(RTNRF-1)"
,
"Borella_YMBA-CM0130-26G/916-24-ODU-1(RTNRF-1)","Horton_Place_West-CM0559-26G/916-24-ODU-1(RTNRF-1)"
,
"Kalaoya-AN0037-18G/1748-23-ODU-1(RTNRF-1)","Saliyawewa-PU0074-18G/1748-23-ODU-1(RTNRF-1)"
,
"Kimbulapitiya_Airtel-GM0634-18G/1605-23-ODU-1(RTNRF-1)","Katuwapitiya-GM0037-18G/1605-23-ODU-1(RTNRF-1)"
,
"Kimbulapitiya_Airtel-GM0634-18G/1605-24-ODU-1(RTNRF-1)","Katuwapitiya-GM0037-18G/1605-24-ODU-1(RTNRF-1)"
,
"Meewella_Dialog-CM0154-26G/844-23-ODU-1(RTNRF-1)","Sudharmaramaya_Dialog-CM0318-26G/844-23-ODU-1(RTNRF-1)"
,
"Meewella_Dialog-CM0154-26G/844-24-ODU-1(RTNRF-1)","Sudharmaramaya_Dialog-CM0318-26G/844-24-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-7G/687-23-ODU-1(RTNRF-1)","Kalpitiya_SLN-PU0139-7G/687-23-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-7G/687-25-ODU-1(RTNRF-1)","Kalpitiya_SLN-PU0139-7G/687-25-ODU-1(RTNRF-1)"
,
"Periyathampanai-MA0014-15G/595-23-ODU-1(RTNRF-1)","Madu_East-MA0025-15G/595-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulam_Dialog-VA0072-18G/1725-23-ODU-1(RTNRF-1)","Iratperiyakulam_South-AN0226-18G/1725-23-ODU-1(RTNRF-1)"
,
"Arapanagar-VA0062-15G/678-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-15G/678-23-ODU-1(RTNRF-1)"
,
"Arapanagar-VA0062-15G/678-24-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-15G/678-24-ODU-1(RTNRF-1)"
,
"Periyakunchikulam_Mobitel-MA0015-11G/440-23-ODU-1(RTNRF-1)","Periyathampanai_Dialog-MA0014-11G/440-23-ODU-1(RTNRF-1)"
,
"Henamulla_Lane_Grandpass_North-CM0830-26G/549-23-ODU-1(RTNRF-1)","Peliyagoda DBN-GM0040-26G/549-23-ODU-1(RTNRF-1)"
,
"Mawathagama_T_Suntel-KU0009-18G/733-23-ODU-1(RTNRF-1)","Mawathagama-KU0023-18G/733-23-ODU-1(RTNRF-1)"
,
"Mawathagama_T_Suntel-KU0009-18G/733-24-ODU-1(RTNRF-1)","Mawathagama-KU0023-18G/733-24-ODU-1(RTNRF-1)"
,
"Maduruoya _SF_Mobitel-PO0104-18G/1908-23-ODU-1(RTNRF-1)","Maduruoya_Camp_MTU-PO0065-18G/1908-23-ODU-1(RTNRF-1)"
,
"Ambanpola-KU0027-18G/1438-23-ODU-1(RTNRF-1)","Maho_North-KU0069-18G/1438-23-ODU-1(RTNRF-1)"
,
"Ambanpola-KU0027-18G/1438-24-ODU-1(RTNRF-1)","Maho_North-KU0069-18G/1438-24-ODU-1(RTNRF-1)"
,
"Narammala-KU0011-13G/774-23-ODU-1(RTNRF-1)","Panagamuwa-KU0170-13G/774-23-ODU-1(RTNRF-1)"
,
"Narammala-KU0011-13G/774-25-ODU-1(RTNRF-1)","Panagamuwa-KU0170-13G/774-25-ODU-1(RTNRF-1)"
,
"Galkulama_Kanda-AN0115-13G/495-23-ODU-1(RTNRF-1)","Vedivaittakallu-VA0045-13G/495-23-ODU-1(RTNRF-1)"
,
"Demalagama-GM0115-23G/846-23-ODU-1(RTNRF-1)","Wilimbula-GM0153-23G/846-23-ODU-1(RTNRF-1)"
,
"Sudu_Araliy_Hotl_Ind-PO0070-11G/316-23-ODU-1(RTNRF-1)","Girithale-PO0001-11G/316-23-ODU-1(RTNRF-1)"
,
"Sudu_Araliy_Hotl_Ind-PO0070-11G/316-24-ODU-1(RTNRF-1)","Girithale-PO0001-11G/316-24-ODU-1(RTNRF-1)"
,
"Kollupitiya_South-CM0964-26G/869-23-ODU-1(RTNRF-1)","Landmark-CM0150-26G/869-23-ODU-1(RTNRF-1)"
,
"Kollupitiya_South-CM0964-26G/869-24-ODU-1(RTNRF-1)","Landmark-CM0150-26G/869-24-ODU-1(RTNRF-1)"
,
"Mundal-PU0010-13G/755-23-ODU-1(RTNRF-1)","Andigama-PU0026-13G/755-23-ODU-1(RTNRF-1)"
,
"Kadawatha-GM0022-23G/610-23-ODU-1(RTNRF-1)","Rammuthugala-GM0205-23G/610-23-ODU-1(RTNRF-1)"
,
"Deegalla-KU0052-18G/1607-23-ODU-1(RTNRF-1)","Delana-KU0189-18G/1607-23-ODU-1(RTNRF-1)"
,
"Pelwehera-MT0051-13G/736-23-ODU-1(RTNRF-1)","Dembaragaspitiya-MT0115-13G/736-23-ODU-1(RTNRF-1)"
,
"Kattiyawa-AN0097-13G/599-23-ODU-1(RTNRF-1)","Mahailluppallamma-AN0044-13G/599-23-ODU-1(RTNRF-1)"
,
"Kurunchakerny_North-TR0086-23G/819-23-ODU-1(RTNRF-1)","Kinniya-TR0009-23G/819-23-ODU-1(RTNRF-1)"
,
"Kurunchakerny_North-TR0086-23G/819-24-ODU-1(RTNRF-1)","Kinniya-TR0009-23G/819-24-ODU-1(RTNRF-1)"
,
"Meethotamulla-CM0238-26G/1178-23-ODU-1(RTNRF-1)","Wellampitiya_North-CM0904-26G/1178-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-23G/867-23-ODU-1(RTNRF-1)","Unilever_Ind-CM0740-23G/867-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-23G/867-24-ODU-1(RTNRF-1)","Unilever_Ind-CM0740-23G/867-24-ODU-1(RTNRF-1)"
,
"Muthur-TR0007-15G/739-21-ODU-1(RTNRF-1)","Thoppur-TR0012-15G/739-21-ODU-1(RTNRF-1)"
,
"Muthur-TR0007-15G/739-22-ODU-1(RTNRF-1)","Thoppur-TR0012-15G/739-22-ODU-1(RTNRF-1)"
,
"Ranpathwila_Hutch-AN0185-18G/1724-23-ODU-1(RTNRF-1)","Kahatadasdigiliya_Town_Dialog-AN0014-18G/1724-23-ODU-1(RTNRF-1)"
,
"Masjid_Rd-CM0825-23G/1699-23-ODU-1(RTNRF-1)","Maligawatta-CM0060-23G/1699-23-ODU-1(RTNRF-1)"
,
"Dorakumbura-AM0140-18G/1736-23-ODU-1(RTNRF-1)","Holike_Suntel-AM0098-18G/1736-23-ODU-1(RTNRF-1)"
,
"Kotugoda-GM0147-18G/868-23-ODU-1(RTNRF-1)","Madelgamuwa-GM0285-18G/868-23-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-23G/862-23-ODU-1(RTNRF-1)","Uswatta_Rd-CM0903-23G/862-23-ODU-1(RTNRF-1)"
,
"Kolonnawa-CM0050-23G/862-24-ODU-1(RTNRF-1)","Uswatta_Rd-CM0903-23G/862-24-ODU-1(RTNRF-1)"
,
"Empire_Ind-CM0761-26G/834-23-ODU-1(RTNRF-1)","Arts_Theatre_Ind-CM0871-26G/834-23-ODU-1(RTNRF-1)"
,
"Chundukkuli_Town-JA0127-26G/1328-23-ODU-1(RTNRF-1)","Kareiyu-JA0038-26G/1328-23-ODU-1(RTNRF-1)"
,
"Panala_SLT-KU0013-15G/940-23-ODU-1(RTNRF-1)","Sandalankawa_DBN-KU0015-15G/940-23-ODU-1(RTNRF-1)"
,
"Panala_SLT-KU0013-15G/940-24-ODU-1(RTNRF-1)","Sandalankawa_DBN-KU0015-15G/940-24-ODU-1(RTNRF-1)"
,
"Nochchiyagama Town Dialog-AN0045-15G/980-23-ODU-1(RTNRF-1)","Pahamunegama-AN0157-15G/980-23-ODU-1(RTNRF-1)"
,
"Kalalgoda_Reloc-CM1119-23G/1475-23-ODU-1(RTNRF-1)","Depanama-CM0017-23G/1475-23-ODU-1(RTNRF-1)"
,
"Kalalgoda_Reloc-CM1119-23G/1475-24-ODU-1(RTNRF-1)","Depanama-CM0017-23G/1475-24-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-26G/1275-23-ODU-1(RTNRF-1)","Waters_Edge_Ind-CM0265-26G/1275-23-ODU-1(RTNRF-1)"
,
"Battaramulla-CM0127-26G/1275-24-ODU-1(RTNRF-1)","Waters_Edge_Ind-CM0265-26G/1275-24-ODU-1(RTNRF-1)"
,
"Dehiwala Dialog-CM0134-26G/1479-23-ODU-1(RTNRF-1)","Sumanaratna_Mw-CM1450-26G/1479-23-ODU-1(RTNRF-1)"
,
"HAGGALLA-GM0692-23G/1648-23-ODU-1(RTNRF-1)","WATHUPITIWALA-GM0107-23G/1648-23-ODU-1(RTNRF-1)"
,
"Gothatuwa-CM0193-26G/771-23-ODU-1(RTNRF-1)","Elhena_Mawatha_Mobitel-CM0969-26G/771-23-ODU-1(RTNRF-1)"
,
"Gothatuwa-CM0193-26G/771-24-ODU-1(RTNRF-1)","Elhena_Mawatha_Mobitel-CM0969-26G/771-24-ODU-1(RTNRF-1)"
,
"Punnalaikkadduvan-JA0042-18G/739-23-ODU-1(RTNRF-1)","Puttur_Town-JA0112-18G/739-23-ODU-1(RTNRF-1)"
,
"Punnalaikkadduvan-JA0042-18G/739-24-ODU-1(RTNRF-1)","Puttur_Town-JA0112-18G/739-24-ODU-1(RTNRF-1)"
,
"VAVNIYA_TOWN-VA0002-18G/1715-23-ODU-1(RTNRF-1)","VEPPANKULAM_VAVNIYA-VA0015-18G/1715-23-ODU-1(RTNRF-1)"
,
"Dematagoda__North-CM0277-26G/1226-23-ODU-1(RTNRF-1)","Mahawela_Gardens-CM0421-26G/1226-23-ODU-1(RTNRF-1)"
,
"Dematagoda__North-CM0277-26G/1226-25-ODU-1(RTNRF-1)","Mahawela_Gardens-CM0421-26G/1226-25-ODU-1(RTNRF-1)"
,
"Malkaduwawa-KU0058-23G/941-23-ODU-1(RTNRF-1)","Wilgoda-KU0203-23G/941-23-ODU-1(RTNRF-1)"
,
"Malkaduwawa-KU0058-23G/941-24-ODU-1(RTNRF-1)","Wilgoda-KU0203-23G/941-24-ODU-1(RTNRF-1)"
,
"Malwana-GM0118-23G/789-23-ODU-1(RTNRF-1)","Dekatana_East-GM0469-23G/789-23-ODU-1(RTNRF-1)"
,
"Kottanitivu-PU0071-18G/1442-23-ODU-1(RTNRF-1)","Mundal-PU0010-18G/1442-23-ODU-1(RTNRF-1)"
,
"Urumpirai-JA0041-18G/1164-23-ODU-1(RTNRF-1)","Kokuwil-JA0014-18G/1164-23-ODU-1(RTNRF-1)"
,
"Urumpirai-JA0041-18G/1164-24-ODU-1(RTNRF-1)","Kokuwil-JA0014-18G/1164-24-ODU-1(RTNRF-1)"
,
"Urelu_Dialog-JA0155-23G/1628-23-ODU-1(RTNRF-1)","Punnalaikattuwan Dialog-JA0042-23G/1628-23-ODU-1(RTNRF-1)"
,
"Urelu_Dialog-JA0155-23G/1628-24-ODU-1(RTNRF-1)","Punnalaikattuwan Dialog-JA0042-23G/1628-24-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-13G/759-23-ODU-1(RTNRF-1)","Ismailpuram-PU0105-13G/759-23-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-13G/759-24-ODU-1(RTNRF-1)","Ismailpuram-PU0105-13G/759-24-ODU-1(RTNRF-1)"
,
"Jetwing_City_Hotel_Indoor-CM1456-23G/1737-23-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/1737-23-ODU-1(RTNRF-1)"
,
"Jetwing_City_Hotel_Indoor-CM1456-23G/1737-24-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/1737-24-ODU-1(RTNRF-1)"
,
"Katuwanwila_Etisalat-PO0014-13G/921-23-ODU-1(RTNRF-1)","Sevanapitiya-PO0090-13G/921-23-ODU-1(RTNRF-1)"
,
"Katuwanwila_Etisalat-PO0014-13G/921-24-ODU-1(RTNRF-1)","Sevanapitiya-PO0090-13G/921-24-ODU-1(RTNRF-1)"
,
"Nilaweli_South-TR0057-15G/613-23-ODU-1(RTNRF-1)","Kanniya-TR0019-15G/613-23-ODU-1(RTNRF-1)"
,
"Pandattarippu_Town-JA0114-23G/720-23-ODU-1(RTNRF-1)","Chankanai-JA0010-23G/720-23-ODU-1(RTNRF-1)"
,
"Galkulama_Dialog-AN0023-18G/1861-23-ODU-1(RTNRF-1)","Sucharithagama_Mobitel-AN0078-18G/1861-23-ODU-1(RTNRF-1)"
,
"Kekirawa-AN0009-11G/409-23-ODU-1(RTNRF-1)","Mahailluppallamma-AN0044-11G/409-23-ODU-1(RTNRF-1)"
,
"Kekirawa-AN0009-11G/409-24-ODU-1(RTNRF-1)","Mahailluppallamma-AN0044-11G/409-24-ODU-1(RTNRF-1)"
,
"Mahagirilla-KU0140-15G/904-23-ODU-1(RTNRF-1)","Nikaweratiya-KU0012-15G/904-23-ODU-1(RTNRF-1)"
,
"Hunumulla-GM0186-18G/1515-23-ODU-1(RTNRF-1)","Dunagaha-GM0067-18G/1515-23-ODU-1(RTNRF-1)"
,
"Ellie_House-CM0019-26G/1519-23-ODU-1(RTNRF-1)","Rock_House_Lane-CM0899-26G/1519-23-ODU-1(RTNRF-1)"
,
"Ellie_House-CM0019-26G/1519-24-ODU-1(RTNRF-1)","Rock_House_Lane-CM0899-26G/1519-24-ODU-1(RTNRF-1)"
,
"Jayasumanarama_Airtel-CM0883-26G/850-23-ODU-1(RTNRF-1)","Jayasumanarama_South-CM0448-26G/850-23-ODU-1(RTNRF-1)"
,
"Jayasumanarama_Airtel-CM0883-26G/850-24-ODU-1(RTNRF-1)","Jayasumanarama_South-CM0448-26G/850-24-ODU-1(RTNRF-1)"
,
"Kotikawatta-CM0053-23G/661-23-ODU-1(RTNRF-1)","Wellampitiya_East-CM0913-23G/661-23-ODU-1(RTNRF-1)"
,
"Iconic_Residancies_IBS_Etisalat-CM1098-23G/1584-23-ODU-1(RTNRF-1)","Rajagiriya-CM0162-23G/1584-23-ODU-1(RTNRF-1)"
,
"Nagawil-PU0062-15G/850-23-ODU-1(RTNRF-1)","Kalladi-PU0036-15G/850-23-ODU-1(RTNRF-1)"
,
"Nagawil-PU0062-15G/850-24-ODU-1(RTNRF-1)","Kalladi-PU0036-15G/850-24-ODU-1(RTNRF-1)"
,
"Kandana DAP-GM0020-18G/1909-23-ODU-1(RTNRF-1)","Uswetakeiyawa_South_Relocation-GM0061-18G/1909-23-ODU-1(RTNRF-1)"
,
"Colombo7-CM0131-26G/1315-23-ODU-1(RTNRF-1)","Macarthy_RT-CM0055-26G/1315-23-ODU-1(RTNRF-1)"
,
"Colombo7-CM0131-26G/1315-24-ODU-1(RTNRF-1)","Macarthy_RT-CM0055-26G/1315-24-ODU-1(RTNRF-1)"
,
"Kirimandala_Mw_East-CM0484-26G/669-23-ODU-1(RTNRF-1)","Nawala-CM0072-26G/669-23-ODU-1(RTNRF-1)"
,
"Kirimandala_Mw_East-CM0484-26G/669-24-ODU-1(RTNRF-1)","Nawala-CM0072-26G/669-24-ODU-1(RTNRF-1)"
,
"Kahatagollewa-AN0177-11G/424-23-ODU-1(RTNRF-1)","Galkulamakanda-AN0115-11G/424-23-ODU-1(RTNRF-1)"
,
"Ambanpola-KU0027-13G/773-23-ODU-1(RTNRF-1)","Galgamuwa_DTL-KU0096-13G/773-23-ODU-1(RTNRF-1)"
,
"Ambanpola-KU0027-13G/773-25-ODU-1(RTNRF-1)","Galgamuwa_DTL-KU0096-13G/773-25-ODU-1(RTNRF-1)"
,
"Katana_West-GM0100-18G/743-23-ODU-1(RTNRF-1)","Katana-GM0024-18G/743-23-ODU-1(RTNRF-1)"
,
"Katana_West-GM0100-18G/743-24-ODU-1(RTNRF-1)","Katana-GM0024-18G/743-24-ODU-1(RTNRF-1)"
,
"ETHULKOTTE_SOUTH-CM0542-18G/1785-23-ODU-1(RTNRF-1)","MALABE_SOUTH-CM0424-18G/1785-23-ODU-1(RTNRF-1)"
,
"Nallur_North-JA0097-23G/1035-23-ODU-1(RTNRF-1)","Kandarmadam-JA0033-23G/1035-23-ODU-1(RTNRF-1)"
,
"Nallur_North-JA0097-23G/1035-24-ODU-1(RTNRF-1)","Kandarmadam-JA0033-23G/1035-24-ODU-1(RTNRF-1)"
,
"Kekirawa-AN0009-18G/1391-23-ODU-1(RTNRF-1)","Kekirawa_Suntel-AN0203-18G/1391-23-ODU-1(RTNRF-1)"
,
"Thirikkovil -AM0016-7G/733-23-ODU-1(RTNRF-1)","Ampara_DTL-AM0008-7G/733-23-ODU-1(RTNRF-1)"
,
"Thirikkovil -AM0016-7G/733-24-ODU-1(RTNRF-1)","Ampara_DTL-AM0008-7G/733-24-ODU-1(RTNRF-1)"
,
"Hunupitiya_LB-GM0405-23G/1391-23-ODU-1(RTNRF-1)","Handala-GM0015-23G/1391-23-ODU-1(RTNRF-1)"
,
"Ampara_MTN-AM0008-13G/912-23-ODU-1(RTNRF-1)","Deegawapiya-AM0055-13G/912-23-ODU-1(RTNRF-1)"
,
"Atharagallewa_Dialog-PO0076-13G/924-23-ODU-1(RTNRF-1)","Kottapitiya_Dialog-PO0028-13G/924-23-ODU-1(RTNRF-1)"
,
"KATUWAPITIYA-GM0037-18G/1779-23-ODU-1(RTNRF-1)","NUGAGAHAHANDIYA_NORTH-GM0512-18G/1779-23-ODU-1(RTNRF-1)"
,
"Achchuweli-JA0017-15G/693-23-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-15G/693-23-ODU-1(RTNRF-1)"
,
"Achchuweli-JA0017-15G/693-24-ODU-1(RTNRF-1)","Punnalaikkadduvan-JA0042-15G/693-24-ODU-1(RTNRF-1)"
,
"PERIYATHAMPANAI_DIALOG-MA0014-15G/954-23-ODU-1(RTNRF-1)","PARAYANALANKULAM-VA0041-15G/954-23-ODU-1(RTNRF-1)"
,
"Nilaweli-TR0047-13G/871-23-ODU-1(RTNRF-1)","Trinco_DBN-TR0066-13G/871-23-ODU-1(RTNRF-1)"
,
"Nilaweli-TR0047-13G/871-24-ODU-1(RTNRF-1)","Trinco_DBN-TR0066-13G/871-24-ODU-1(RTNRF-1)"
,
"Makulpotha-KU0345-18G/1833-23-ODU-1(RTNRF-1)","Maeliya-KU0106-18G/1833-23-ODU-1(RTNRF-1)"
,
"Yanoya-AN0057-11G/418-23-ODU-1(RTNRF-1)","Tiriyai_Dialog-TR0038 -11G/418-23-ODU-1(RTNRF-1)"
,
"Galgamuwa_DTL-KU0096-13G/451-23-ODU-1(RTNRF-1)","Meegalewa-KU0243-13G/451-23-ODU-1(RTNRF-1)"
,
"Pothuhera_North-KU0306-23G/1528-23-ODU-1(RTNRF-1)","Pothuhera-KU0025-23G/1528-23-ODU-1(RTNRF-1)"
,
"Pothuhera_North-KU0306-23G/1528-24-ODU-1(RTNRF-1)","Pothuhera-KU0025-23G/1528-24-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-13G/936-23-ODU-1(RTNRF-1)","Alawwa_Etisalat-KU0017-13G/936-23-ODU-1(RTNRF-1)"
,
"Giriulla-KU0019-13G/936-24-ODU-1(RTNRF-1)","Alawwa_Etisalat-KU0017-13G/936-24-ODU-1(RTNRF-1)"
,
"Maduruoya_Camp_MTU-PO0065-13G/873-23-ODU-1(RTNRF-1)","Aralaganvila_Etisalat-PO0013-13G/873-23-ODU-1(RTNRF-1)"
,
"Kongahawewa-AN0153-15G/811-23-ODU-1(RTNRF-1)","Mahabulankulama-AN0036-15G/811-23-ODU-1(RTNRF-1)"
,
"Kongahawewa-AN0153-15G/811-24-ODU-1(RTNRF-1)","Mahabulankulama-AN0036-15G/811-24-ODU-1(RTNRF-1)"
,
"Raja_Ela-TR0063-13G/574-23-ODU-1(RTNRF-1)","Agbopura-TR0023-13G/574-23-ODU-1(RTNRF-1)"
,
"Dematapitiya-PU0038-23G/798-23-ODU-1(RTNRF-1)","Kottaramulla-PU0040-23G/798-23-ODU-1(RTNRF-1)"
,
"Dematapitiya-PU0038-23G/798-24-ODU-1(RTNRF-1)","Kottaramulla-PU0040-23G/798-24-ODU-1(RTNRF-1)"
,
"Dankotuwa-PU0004-23G/812-23-ODU-1(RTNRF-1)","Metikotuwa-PU0121-23G/812-23-ODU-1(RTNRF-1)"
,
"Dankotuwa-PU0004-23G/812-24-ODU-1(RTNRF-1)","Metikotuwa-PU0121-23G/812-24-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1610-23-ODU-1(RTNRF-1)","Fairway_Condominium_IBS-CM0758-18G/1610-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1610-24-ODU-1(RTNRF-1)","Fairway_Condominium_IBS-CM0758-18G/1610-24-ODU-1(RTNRF-1)"
,
"Minuwangete-KU0067-13G/889-23-ODU-1(RTNRF-1)","Wariyapola_DTL-KU0112-13G/889-23-ODU-1(RTNRF-1)"
,
"Minuwangete-KU0067-13G/889-24-ODU-1(RTNRF-1)","Wariyapola_DTL-KU0112-13G/889-24-ODU-1(RTNRF-1)"
,
"Sembukattiya-PU0059-23G/1548-23-ODU-1(RTNRF-1)","Silva_Town-PU0097-23G/1548-23-ODU-1(RTNRF-1)"
,
"Sembukattiya-PU0059-23G/1548-24-ODU-1(RTNRF-1)","Silva_Town-PU0097-23G/1548-24-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-13G/630-23-ODU-1(RTNRF-1)","Erukkulampiddi-MA0029-13G/630-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-13G/630-24-ODU-1(RTNRF-1)","Erukkulampiddi-MA0029-13G/630-24-ODU-1(RTNRF-1)"
,
"Galkulamakanda-AN0115-15G/935-23-ODU-1(RTNRF-1)","Sampathnuwara-VA0065-15G/935-23-ODU-1(RTNRF-1)"
,
"Pothuhera-KU0025-15G/745-23-ODU-1(RTNRF-1)","Kiralabokka-KU0056-15G/745-23-ODU-1(RTNRF-1)"
,
"Pulastigama-PO0048-13G/879-23-ODU-1(RTNRF-1)","Jayanthipura-PO0006-13G/879-23-ODU-1(RTNRF-1)"
,
"Thalawakele-NU0008-15G/576-23-ODU-1(RTNRF-1)","Udaradella-NU0014-15G/576-23-ODU-1(RTNRF-1)"
,
"Thalawakele-NU0008-15G/576-24-ODU-1(RTNRF-1)","Udaradella-NU0014-15G/576-24-ODU-1(RTNRF-1)"
,
"Ipalawa-KU0163-18G/1832-23-ODU-1(RTNRF-1)","Ibbagamuwa-KU0005-18G/1832-23-ODU-1(RTNRF-1)"
,
"Delgoda-GM0063-18G/874-23-ODU-1(RTNRF-1)","Weliweriya-GM0052-18G/874-23-ODU-1(RTNRF-1)"
,
"Thorana_Jn-GM0045-23G/691-23-ODU-1(RTNRF-1)","Peliyagoda_East-GM0280-23G/691-23-ODU-1(RTNRF-1)"
,
"Mt_Lavinia-CM0156-26G/1207-23-ODU-1(RTNRF-1)","Watarappola-CM0338-26G/1207-23-ODU-1(RTNRF-1)"
,
"Awarantulawa-VA0042-13G/471-23-ODU-1(RTNRF-1)","Punewa-AN0029-13G/471-23-ODU-1(RTNRF-1)"
,
"Mannar-MA0004-18G/1733-23-ODU-1(RTNRF-1)","Mannar_Bazaar-MA0012-18G/1733-23-ODU-1(RTNRF-1)"
,
"Thondamanaru-JA0048-18G/1168-23-ODU-1(RTNRF-1)","Valvetithurai-JA0016-18G/1168-23-ODU-1(RTNRF-1)"
,
