Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
HA0011,,Weerawila Dialog,"Mahavapi Rajamaha Viharaya,Pannagamuwa,Weeravila",Hambantota,Southern,6-17-56,81-14-2,6.29875,81.2339
HA0034,,Weerawila Town Dialog,"No-96/3, Tissa Road, Weerawila.",Hambantota,Southern,6-15-26,81-13-49,6.2572,81.2303
KA0131,,Wegiriya Dialog,"Wegiriya, Hodiyadeniya, Gampola.",Kandy,Central,7-11-53,80-34-38,7.19816,80.5773
KU0029,,Wehera Dialog,"No.34, Ihala Malkaduwawa, Kurunegala",Kurunegala,NorthWestern,7-28-22,80-20-48,7.47267,80.3467
KU0204,,Wehera North Dialog,"343, Colombo Road, Kurunegala",Kurunegala,NorthWestern,7-28-27,80-21-15,7.47405,80.3543
AN0164,,Weherabendawa Dialog,"Maradankulama, Mihintale",Anuradapura,NorthCentral,8-23-54,80-30-14,8.398333,80.503889
MR0128,,Weheraduwa Dialog,"""Meepagedara"" Kumbalgama, Devinuwara",Matara,Southern,5-56-46,80-34-43,5.94614,80.57873
PU0029,,Wekada Dialog,"Kaluachchimulla,Yoginna",Puttlam,NorthWestern,7-18-1,79-55-37,7.300278,79.926944
KU0144,,Welagedara Dialog,"Welagedara, Ambakote",Kurunegala,NorthWestern,7-28-18,80-28-7,7.47173,80.4686
KU0200,,Welagedara Stadium Dialog,"No.103, Dambulla Road, Kurunegala",Kurunegala,NorthWestern,7-29-34,80-21-59,7.49269,80.3663
KA0339,,Welamboda Etisalat,"Etisalat Tower, 5122, Hectare 25, Janapadaya, Welamboda.",Kandy,Central,7-12-9,80-32-21,7.202514,80.539151
PU0146,,Welasiya Dialog,,Puttlam,NorthWestern,7-54-47,79-52-11,7.913056,79.869722
PU0075,,Welewewa Dialog,"Aradana salon,Thamanna wetiya road,Welewewa,Nawagathegama.",Puttlam,NorthWestern,7-58-36,80-4-40.9,7.976667,80.078028
KA0040,,Weligalla Airtel,Galgediyawa Gampola,Kandy,Central,7-10-58,80-35-15,7.18274,80.5875
MR0101,,Weligama Lankabell,"No.172 Hettiweediya, Weligama.",Matara,Southern,5-58-27,80-25-33,5.974167,80.425833
MR0007,,Weligama SLT,"SLT Premises, Weligama",Matara,Southern,5-58-26,80-25-41,5.9738,80.428
RA0075,,Weligepola Hutch,"Weligepola , Balangoda",Ratnapura,Sabaragamuwa,6-34-9,80-42-5,6.56917,80.7013
GM0180,,Welihena Dialog,"No.33, Welihena, Kochchikade",Gampaha,Western,7-15-0,79-51-52,7.25012,79.8645
CM1293,,Welikada Prision  Mobitel,,Colombo,Western,6-55-12,79-52-41,6.92,79.878056
CM1292,,Welikada Prison Dialog,,Colombo,Western,6-55-18,79-52-44,6.921667,79.878889
CM0869,COL/SLT-4,Welikada SLT,"SLT Tower, Welikada, Borella.",Colombo,Western,6-55-15,79-52-53,6.920833,79.881389
XX0008,,Welikanda Etisalat,"219, Monarathenna, Welikanda",Polonnaruwa,NorthCentral,7-56-49,81-14-37,7.946917,81.243628
PO0012,,Welikanda SLT,"SLT Tower, Welikanda",Polonnaruwa,NorthCentral,7-56-50,81-14-43,7.947222,81.245278
MR0184,,Weliketiya Dialog,"Weliketiya, Akuressa",Matara,Southern,6-8-44,80-27-12,6.145556,80.453333
BD0115,WLM/001,Welimada DBN,"Niyadagala, Welimada",Badulla,Uva,6-54-38,80-54-39,6.910556,80.910833
BD0011,,Welimada Dialog,"Braughing Tea Estate, Welimada.",Badulla,Uva,6-54-38,80-54-39,6.910556,80.910833
BD0019,,Welimada Town Dialog,"Braughing Tea Estate, Welimada.",Badulla,Uva,6-54-21,80-54-37,6.905833,80.910278
AN0106,,Welimuwapotana Dialog,"Welimuwapotana, Horowpathana.",Anuradapura,NorthCentral,8-34-17,80-46-44,8.571389,80.778889
RA0109,,Welioya Mobitel,"16 Mile Post, Thenna, Kalthota, Balangoda.",Ratnapura,Sabaragamuwa,6-39-3,80-52-18,6.65083,80.8718
KL0030,,Welipenna Dialog,"Elakanda State,Miriswatte division, Welipenna.",Kaluthara,Western,6-27-2,80-6-40,6.45052,80.1111
KU0359,,Welipennegahamulla Mobitel,"Mobitel Tower,Hawana Road,Welipennagahamula.",Kurunegala,NorthWestern,7-25-56,79-55-30,7.432222,79.925
MR0034,,Welipitiya Dialog,"""Gadawalahena"", Hallala, Welipitiya",Matara,Southern,6-0-43,80-26-31,6.011944,80.441944
GM0102,,Welisara Dialog,"768, Negambo Road, Maththumagala, Ragama.",Gampaha,Western,7-0-51,79-53-52,7.01429,79.8978
GM0297,,Welisara North Dialog,"339A/1, Negombo Rd, Nagoda, Kandana.",Gampaha,Western,7-2-10,79-53-55,7.03619,79.8985
GM0103,,Welisara West Dialog,"Kjugahakumbura, Thotupola Road, Welisara, Ragama",Gampaha,Western,7-2-9,79-53-23,7.03586,79.8896
GM0561,WWY/002,Weliveriya Etisalat,"No. 188/1, Weliweriya",Gampaha,Western,7-2-7,80-1-30,7.035278,80.025
GA0064,,Welivitiya Dialog,"Rukaththanagoda, Waduwelivitiya, Unanvitiya.",Galle,Southern,6-10-38,80-13-57,6.177222,80.2325
GM0052,,Weliweriya Dialog,"Embaraluwa, Weliweriya",Gampaha,Western,7-1-51,80-1-34,7.03089,80.0262
GM0419,,Weliweriya East Dialog,"185/3,Danaukanda Road,Weliveriya.",Gampaha,Western,7-1-28.2,80-2-15.3,7.0245,80.037583
CM0275,,Weliwita Dialog,"102, Henawatta, Hewagama, Kaduwela",Colombo,Western,6-55-44,79-57-58,6.92893,79.9662
CM0889,,Weliwita North Dialog,"No.171/A, Welivita, Kaduwela",Colombo,Western,6-56-1,79-57-39,6.933611,79.960833
CM0902,,Weliwita South Dialog,"Mahadeniya Sanasa Bank, 474/5, Welivita, Kaduwela",Colombo,Western,6-55-10,79-57-56,6.91933,79.9656
CM0638,,Weliwita West Dialog,"Udumulla Rd, Rajasinghe Mawatha, Mulleriyawa",Colombo,Western,6-55-16,79-56-49,6.92117,79.9469
CM0119,KOT/002,Wellampitiya DBN,"183/3,AVISSAWELLA RD. WELLAMPITIYA",Colombo,Western,6-56-15,79-53-46,6.9375,79.896111
CM1153R,,Wellampitiya Dialog[Relocation],"No 123,Bauddhaloka Mawatha,Colombo 07.",Colombo,Western,6-53-46.8,79-51-25.4,6.896333,79.857056
CM0913,,Wellampitiya East Dialog,"No.10A, Chandima Sandaruwan Place, Gothatuwa, Angoda",Colombo,Western,6-56-7,79-54-19,6.93541,79.9052
CM0904,,Wellampitiya North Dialog,"No 575, Avissawella Road, Wellampitiya",Colombo,Western,6-56-24,79-53-28,6.93987,79.8911
CM1363,,Wellampitiya RT Dialog [Relocation],"No 805,Avissawella Road,Wellampitiya.",Colombo,Western,6-56-14.6,79-53-48.7,6.937389,79.896861
KL0107,,Wellatha Dialog,"Wellatha, Neboda.",Kaluthara,Western,6-33-33,80-4-35,6.55911,80.0765
KU0045,,Wellawa Dialog,"Pansala Road, Wellawa",Kurunegala,NorthWestern,7-33-50,80-21-54,7.56387,80.3651
CM0660,,Wellawatta Arena Dialog,"No.34, Galle Road, Colombo 06",Colombo,Western,6-52-43,79-51-35,6.878611,79.859722
CM0178,,Wellawatta Central Dialog,"150, Galle Road, Colombo 06",Colombo,Western,6-52-30,79-51-39,6.875,79.860833
CM0177,,Wellawatta Dialog,"382, Galle Road, Wellawatte",Colombo,Western,6-52-8,79-51-45,6.868889,79.8625
XX0955,,Wellawatta Dialog [Relocation],"No 25, E.S.Fernando Mawatha, Colombo 06.",Colombo,Western,6-52-7,79-51-50,6.868611,79.863889
CM0955,,Wellawatta Dialog[Relocation],"No 47,E.S.Fernando Mawatha,Wellawatta.",Colombo,Western,6-52-8.4,79-51-51.9,6.869,79.864417
CM0120,,Wellawatta North Dialog,"The President, Welfare Society, Rohini Court, No 12, Wellawatte, Colombo 06",Colombo,Western,6-52-42,79-51-44,6.878333,79.862222
CM0956,,Wellawatta South Dialog,,Colombo,Western,6-51-52,79-51-50,6.864444,79.863889
CM1509,,Wellawatta South Re location Dialog,"No-02, 47th Lane, Colombo-06",Colombo,Western,6-51-52,79-51-47,6.864444,79.863056
CM1226,,Wellawatta Station Road Dialog,"No-46, Collingwood Place, Colombo-06",Colombo,Western,6-52-25.47,79-51-29.42,6.873742,79.858172
MO0090,WLW/001,Wellawaya DBN,"Kotaweheragala Temple, Weheragala, Wellawaya",Monaragala,Uva,6-43-48,81-7-16,6.73,81.121111
MO0008,,Wellawaya Dialog,"""Ivdigahakumbura"" Ealla Road, Wellawaya.",Monaragala,Uva,6-43-54,81-6-4,6.73164,81.1011
KL0034,,Welmilla Dialog,"78/A, Maningamuwa Road, Kindelpitiya, Welmilla,",Kaluthara,Western,6-44-58,79-58-14,6.749444,79.970556
KA0354,,Wembly Dialog,"No 84, Peradeniya Road, Kandy.",Kandy,Central,7-17-31,80-37-53,7.291944,80.631389
CM1082,,Wenivelkola Dialog,"Sri Sangabodhi Mawatha, Weniwelkola, Polgasovita",Colombo,Western,6-45-55.2,79-58-57.1,6.765333,79.982528
PU0141,,Wennappuwa Arcade IBS,,Puttlam,NorthWestern,0-0-0,0-0-0,0,0
PU0155,WNP/002,Wennappuwa DBN,"Peiris Waththa,Dummaladeniya, Wennappuwa",Puttlam,NorthWestern,7-19-38,79-50-54,7.327222,79.848333
PU0013,,Wennappuwa Dialog,"Chilaw Road,Wennappuwa",Puttlam,NorthWestern,7-20-41,79-50-28,7.344722,79.841111
PU0048,,Wennappuwa North Dialog,"Samanpaya,Dematapitiya junction,Katuneriya.",Puttlam,NorthWestern,7-21-25,79-49-59,7.356944,79.833056
XX0047,,Wennappuwa South Dialog,"No-36, Kosgas handiya Road, Ulhitiyawa, Wennappuwa",Puttlam,NorthWestern,7-19-48,79-50-33,7.33,79.8425
PU0047R,,Wennappuwa South Dialog[Relocation],"No 110/3,Kadawatha,Ulhitiyawa,Wennappuwa.",Puttlam,NorthWestern,7-19-54,79-50-5,7.331667,79.834722
PU0047,,Wennappuwa South MTU,NO 36 kosgashandiya Road ulthitiyawa wennappuwa,Puttlam,NorthWestern,7-19-48,79-50-33,7.33,79.8425
PU0050,,Wennappuwa West Dialog,"No.200, Kadawatha Road, Wennappuwa",Puttlam,NorthWestern,7-20-11,79-50-10,7.33639,79.8361
CM0367,,Wennawatta Dialog,"No- 33/1B, Wennawatta, Wellampitiya.",Colombo,Western,6-56-40,79-54-15,6.94449,79.9042
CM0860,,Wennawatta South Dialog,"41/A,Gothami Road,Kittampahuwa,Wellampitiya",Colombo,Western,6-56-35,79-53-48,6.943,79.8968
MT0046,,Weragama Dialog,"Aluthwatta, Walawwa, Palleweragama, Kaikawala.",Matale,Central,7-29-28,80-38-56,7.49113,80.649
CM0334,,Werahera Dialog,"No.358/1, Gangarama Road, Werahera, Boralesgamuwa.",Colombo,Western,6-49-31,79-54-15,6.82517,79.9041
KU0053,,Weralugama Dialog,"Weralugama,Kuliyapitiya",Kurunegala,NorthWestern,7-25-34,80-1-43,7.42601,80.0286
GM0240,,Weralugampola Dialog,"Pelwatta Rd, Anuragoda, Pepiliyawala",Gampaha,Western,7-1-4,80-7-3,7.01783,80.1175
RA0161,,Weralupe Mobitel,"No 27,Temple Road,Weralupe.Rathnapura.",Ratnapura,Sabaragamuwa,6-41-48,80-23-50,6.696667,80.397222
KU0143,,Wettawa Dialog,"Wettewa, Dambadeniya",Kurunegala,NorthWestern,7-24-7,80-7-43,7.40208,80.1286
KU0073,,Weuda Dialog,"Pussella Junction, Paragahadeniya., Weuda.",Kurunegala,NorthWestern,7-25-5,80-28-24,7.41814,80.4733
KU0259,,Weuda East Airtel,"Metiboka, Weuda.",Kurunegala,NorthWestern,7-23-40,80-30-43,7.39444,80.5119
KU0236,,Wewagama Etisalat,"Wewaldeniya,Wewagama",Kurunegala,NorthWestern,7-25-24,80-5-23,7.42336,80.0897
MR0098,,Wewahamanduwa Etisalat,"No-109/1, Sripali, Wewahamanduwa, Matara",Matara,Southern,5-57-35,80-30-50,5.9596,80.5139
GM0267,,Wewalagare Etisalat,"Etisalat Tower, Wewalgare, Bollatha South.",Gampaha,Western,7-4-16,79-55-23,7.07103,79.9231
GM0053,WWL/001,Wewaldeniya Dialog,"Jambugahawalakanda, Weweldeniiya",Gampaha,Western,7-11-51,80-9-42,7.19758,80.1618
RA0060,,Wewalwatta Dialog,"Wewalwatta State Block 05, Wewalwatta, Rathnapura.",Ratnapura,Sabaragamuwa,6-41-59,80-33-19,6.699722,80.555278
BD0022,,Wewatte Dialog,"Diyamalkanda Viharaya, Wewatte, Mahiyanganaya.",Badulla,Uva,7-23-4,81-10-2,7.384444,81.167222
KL0187,,Wewita Lankabell,"Lanka Bell Tower, No 108/1, Galthude, Bandaragama.",Kaluthara,Western,6-41-42,79-58-55,6.695,79.981944
CM0121,KOT/001,Wickramasinghepura DBN,"86/14. 15th lane, Talangama, Battaramulla. ( MTT )",Colombo,Western,6-52-55,79-56-30,6.88208,79.9416
GM0523,,Wigoda Dialog,"No-50, Weyangoda Road, Wigoda, Bemmulla.",Gampaha,Western,7-8-27,80-1-12,7.1408,80.0201
PU0129,,Wijayakatupotha Dialog,"No 317,wijayakatupotha,chilaw",Puttlam,NorthWestern,7-42-42,79-52-41,7.71167,79.8781
AN0104,,Wijayapura Dialog,"No-156, Sangabo Mw, Wijayapura.",Anuradapura,NorthCentral,8-17-54,80-24-21,8.298333,80.405833
PO0084,,Wijepura Etisalat,"1635, Pullayar Junction, Mahathalakollawewa",Polonnaruwa,NorthCentral,8-8-44,81-3-17,8.14546,81.0547
CM0122,,Wijerama Dialog,"424, Highlevel Road, Nawinna, Maharagama",Colombo,Western,6-51-18,79-54-53,6.85491,79.9147
CM0326,,Wijerama Mawatha Dialog,"No-380, Bauddhaloka Mw, Colombo-07",Colombo,Western,6-54-21,79-52-26,6.905833,79.873889
KU0208,,Wilapola Dialog,"Pallewela, Udubaddawa.",Kurunegala,NorthWestern,7-28-40,79-59-57,7.47778,79.9992
PU0045,,Wilattawa Dialog,"Punchi wilattawa, Mugunuwatawana",Puttlam,NorthWestern,7-35-38,79-54-9,7.5938,79.9025
KU0123,,Wilbawa Dialog,"""Rukshan"", Henemulla, Kurunegala.",Kurunegala,NorthWestern,7-27-47,80-22-2,7.46293,80.3673
MT0031,WIL/001,Wilgamuwa Etisalat,"Hettipola,Wilgamuwa.",Matale,Central,7-32-29,80-54-37,7.541389,80.910278
MT0079,,Wilgamuwa Mobitel [Relocation],"Mobitel Tower, Naminioya, Wilgamuwa",Matale,Central,7-32-28,80-55-58,7.541111,80.932778
KU0203,,Wilgoda Dialog,"Piscal Watta, Wilgoda, Kurunegala.",Kurunegala,NorthWestern,7-29-22,80-20-49,7.48935,80.347
GM0153,,Wilimbula Dialog,"No,66, ""Sirinivasa"", Henegama",Gampaha,Western,7-1-20,80-3-24,7.02213,80.0566
CM1151,COL/023,William Junction DBN [Senanayake Bld],"4,Senanayake building, GALLE RD. DEHIWELLA",Colombo,Western,6-51-45,79-51-48,6.862583,79.863222
AN0152,,Wilpattu Dialog [Habawewa],"Hunuwilagama, Horuwila, Wilpattu",Anuradapura,NorthCentral,8-18-11,80-8-51,8.303056,80.1475
MR0051,AKU/001,Wilpita Akuressa DBN [Akuressa],"Aluthhena, Namburukanda, Athuraliya, Akuressa",Matara,Southern,6-5-31,80-30-37,6.0919,80.5103
PU0068,,Wilpotha Dialog,"No 82,Wilpotha,Chilaw.",Puttlam,NorthWestern,7-44-18,79-53-18,7.738333,79.888333
CM0180,,Wimaladarma Dialog,"96, Front Street, Colombo-11",Colombo,Western,6-56-13,79-50-59,6.93691,79.8498
CM0878,,Windsor Avenue Dialog,"Hessonite Recidencies,No-31, Vanderwert Place, Dehiwala.",Colombo,Western,6-51-20,79-51-45,6.855556,79.8625
KU0040,,Withikuliya Dialog,"Daminnawatta , kudawithikuliya, Withikuliya",Kurunegala,NorthWestern,7-42-58,80-8-49,7.71619,80.147
XX0021,,WTC DBN,"18-01, East Tower, WTC, Echelon SQ, Colombo 01",Colombo,Western,6-55-58,79-50-37,6.932778,79.843611
CM0714,,WTC IBS,"18-01, East Tower, WTC, Echelon SQ, Colombo 01",Colombo,Western,6-55-56,79-50-38,6.93235,79.844
1111,,wwwwww,"Ismailpuram.walathapitiya1,Malwatta.",Ampara,Eastern,7-18-8.75,81-43-1.18,7.302431,81.716994
GM0130,,Yagoda Dialog,"No-2A, Ihala Yagoda, Gampaha",Gampaha,Western,7-4-28,79-59-27,7.07442,79.9908
KA0054,,Yahalathenna Hutch,"Hutch Tower, Kobbekaduwa, Yahalathenna.",Kandy,Central,7-19-3,80-33-11,7.3175,80.553056
AN0070,,Yakalla Etisalat,"15th Post, Yakalla, Megodawewa.",Anuradapura,NorthCentral,8-13-16,80-42-16,8.22122,80.7044
PO0073,,Yakawanguwa Mobitel,"Yakawanguwa Mobitel, Moragahakanda.",Polonnaruwa,NorthCentral,8-12-39,80-52-41,8.21087,80.8781
GM0054,,Yakkala Dialog,"No.46. Hansagiri Road, Gampaha",Gampaha,Western,7-5-8,80-0-51,7.08569,80.0143
GM0458,,Yakkala North Dialog,"No 74/5/C,Indigalla,Gampaha.",Gampaha,Western,7-5-35,80-1-2,7.093056,80.017222
GM0055,,Yakkala Town Dialog,"No-51, Kandy Road, Yakkala",Gampaha,Western,7-5-14,80-2-2,7.08725,80.0338
GM0807,,Yakkala Town South,"NO:12, Kandy Road, Yakkala",Gampaha,Western,7-5-10,80-2-2,7.086111,80.033889
GM0653,,Yakkala Town[Relocation],"No 7,Kandy Road,Yakkala.",Gampaha,Western,7-5-10,80-2-6,7.086111,80.035
GA0027,YKM/001,Yakkalamulla Dialog,"Malandeniya Watta, Yakkamulla",Galle,Southern,6-6-19,80-21-36,6.10516,80.36
MT0088,,Yakkuragala Mobitel,"Mobitel Tower,Kandalama,Dambulla.",Matale,Central,7-51-34.06,80-41-.35,7.859461,80.683431
KU0054,,Yakwila Dialog,"Yakwila, kuliyapitiya",Kurunegala,NorthWestern,7-22-32,80-2-0,7.37549,80.0334
KU0113,,Yakwila East Dialog,"No 150, Arepola,Narangoda",Kurunegala,NorthWestern,7-23-13,80-4-0,7.38695,80.0667
HA0053,,Yala Dialog,"Area HQ hambanthota, Palatupana Camp, Yala.",Hambantota,Southern,6-16-40,81-24-5,6.277778,81.401389
AN0057,,Yan Oya MTU,"Yan_Oya Reservoir Project, Irrigation Dept., D4, Wahalkada, Kebithigollewa.",Anuradapura,NorthCentral,8-46-9,80-53-31.6,8.769167,80.892111
KU0265,,Yanthanpalawa Dialog,"No.552, Walawwa Watta, Sundarapola Rd, Yanthampalawa.",Kurunegala,NorthWestern,7-30-12,80-20-55,7.50321,80.3485
KU0248,,Yapahuwa Airtel,"Nirmala Stores ,Yapahuwa, Maho",Kurunegala,NorthWestern,7-48-42,80-18-50,7.81153,80.314
KU0267,,Yapahuwa Juction Etisalat [Relocation],"Thalangadara, Maho.",Kurunegala,NorthWestern,7-50-25,80-18-52,7.8404,80.3144
KU0307,,Yapahuwa Junction Etisalat,ETI tower thalngedara.Maho.,Kurunegala,NorthWestern,7-50-25,80-18-51,7.840278,80.314167
