Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
KA0080,,Ankumbura Dialog,"Ancoombra Estate, Ankumbura.",Kandy,Central,7-26-14,80-33-48,7.437222,80.563333
AM0067,,Annamalai Dialog,"No 15/ICR11, Annamalai 02.",Ampara,Eastern,7-26-26,81-45-15,7.440556,81.754167
CM1002,,Antler HO IBS,,Colombo,Western,6-47-36,79-55-30,6.793333,79.925
CM0610,,Anura Mawatha Dialog,"No.55, 2nd Cross Street, Borupana Rd, Rathmalana",Colombo,Western,6-48-50,79-53-16,6.813889,79.887778
AN0016,,Anuradhapura Airport Etisalat,"Independence Road, Anuradhapura",Anuradapura,NorthCentral,8-18-28,80-25-12,8.307778,80.42
AN0013,,Anuradhapura DBN,"MTT Tower, Saliya Mawatha, Anuradhapura",Anuradapura,NorthCentral,8-21-59,80-26-4,8.366389,80.434444
AN0003,,Anuradhapura Dialog,"562/105B-1, Udaya Mawatha, Anuradhapura.",Anuradapura,NorthCentral,8-19-17,80-23-50,8.32144,80.397321
AN0012,,Anuradhapura Hutch,"Hutchison Tower, Second Stage, Anuradhapura",Anuradapura,NorthCentral,8-19-4,80-24-27,8.317778,80.4075
AN0022,,Anuradhapura New Bus Stand Dialog,"574/2  Maithripala Senanayake Mawatha ,Anuradapura",Anuradapura,NorthCentral,8-19-26,80-24-11,8.323889,80.403056
AN0144,,Anuradhapura Old Town Airtel,"Kohilakotuwa, Mihinthale Rd, Anuradhapura.",Anuradapura,NorthCentral,8-21-23,80-24-42,8.356389,80.411667
AN0100,,Anuradhapura RT Dialog,"6A, Main Street, Anuradhapura",Anuradapura,NorthCentral,8-20-18,80-24-43,8.338333,80.411944
XX0221,ARP/SLT,Anuradhapura SLT,"SLT Tower, Anuradhapura",Anuradapura,NorthCentral,8-19-57,80-24-37,8.332594,80.410156
AN0223,,Anuradhapura South Airtel,"1191/41, 24th Lane, Buddagaya Mawatha, Anuradhapura.",Anuradapura,NorthCentral,8-18-34,80-24-19,8.309444,80.405278
AN0001,ARP/SLT,Anuradhapura Town SLT,"SLT Tower, Anuradhapura",Anuradapura,NorthCentral,8-19-58,80-24-38,8.332778,80.410556
AN0156,,Anuradhapura West Dialog,"Jayanthi Mawatha, Anuradhapura",Anuradapura,NorthCentral,8-19-5,80-24-6,8.318056,80.401667
AN0002,ARP/001,Anuradhapura-2 DBN,"No: 20, Darmapala Mawatha, Anuradhapura",Anuradapura,NorthCentral,8-20-25,80-24-51,8.340278,80.414167
KA0295,,Anuragama Etisalat,"ETI tower,Anuragama.",Kandy,Central,7-14-34,80-43-34,7.242778,80.726111
MR0065,,Aparekka Hutch,"Dodangashena, Uda Aparekka, Aparekka",Matara,Southern,6-0-6,80-36-25,6.0018,80.6069
CM0701,,Apollo IBS,"Apollo Hospital, Narahenpita, Col-05",Colombo,Western,6-53-23,79-52-31,6.889722,79.875278
PU0153,ARK/001,Arachchikattuwa DBN,"Watawanahenyaya,Bandarahena Road,Arachchikattuwa",Puttlam,NorthWestern,7-40-26,79-50-4,7.673889,79.834444
PU0002,,Arachchikattuwa Dialog,"Surupi, Nallatharankattuwa",Puttlam,NorthWestern,7-41-17,79-49-52,7.688056,79.831111
PU0142,,Arachchikattuwa Hutch,"Suwarna Vila, Puttalam Rd, Arachchikattuwa.",Puttlam,NorthWestern,7-39-58,79-50-7,7.666111,79.835278
CM0459,,Arakwatta Dialog,"No-132/562, De Mel watta, Grandpass, Colombo-14.",Colombo,Western,6-56-26,79-52-6,6.940556,79.868333
PO0013,,Aralaganwila Etisalat,"Mahinda Mill Road, New Town, Aralaganwila",Polonnaruwa,NorthCentral,7-46-53,81-11-2,7.781389,81.183889
BD0101,,Araluthalawa Airtel,"Sri Ananda Bodi Pilgrim Rest Road ,Walhaputhenna",Badulla,Uva,6-45-42,80-51-46,6.761667,80.862778
JA0059,,Araly MTU,"Ahayakkulam Pillayar Kovilady, Anumar Kalaty, Araly South.",Jaffna,Northern,9-42-28,79-56-52,9.707778,79.947778
KE0015,,Aranayaka Dialog,"Waralahena watta, Dimbulagamuwa, Aranayaka",Kegalle,Sabaragamuwa,7-10-7,80-27-21,7.16858,80.4557
KE0102,,Aranayaka South Dialog,"Deiyanwela Road, Arama, Aranayaka.",Kegalle,Sabaragamuwa,7-8-32,80-28-2,7.142222,80.467222
CM0236,,Arangala Dialog,"437/8/C, Kottawa Road, Hokandara North, Hokandara",Colombo,Western,6-53-18,79-57-49,6.888333,79.963611
AM0032,,Aranthalawa Dialog,"18 Post, STF Camp, Aranthalawa.",Ampara,Eastern,7-31-55,81-27-20,7.531944,81.455556
VA0062,,Arapanagar Airtel,"Airtel Tower, Pulithariththa, Periyakulam Road, 04th Mile Post, Sivapuram.",Vavnia,Northern,8-45-44,80-26-9,8.762222,80.435833
KI0075,,Arasapurakulam juction Dialog,"SLA,SLA Point, Araspurakulam Junction",Kilinochchi,Northern,9-24-25,80-11-33,9.406944,80.1925
CM0183,,Arawwala Dialog,"No.590, Arawwala, Pannipitiya",Colombo,Western,6-49-24,79-56-23,6.823333,79.939722
CM0837,,Arawwala West Dialog,"551,Arawwala,Neelammahara,Niwanthidiya,Piliyandala.",Colombo,Western,6-49-36.4,79-55-54.01,6.826778,79.931669
BA0051,,Arayampathy Airtel,"Selva nagar,East, Arayampathy 2",Batticaloa,Eastern,7-40-9,81-44-26,7.669167,81.740556
BA0075,,Arayampathy West Dialog,"119,Kankainodai,Arayampathy.",Batticaloa,Eastern,7-39-55.17,81-43-44.29,7.665325,81.728969
CM0650,,Arcade Dialog,"502, R.A. De Mel Mawatha, Col-03",Colombo,Western,6-53-58,79-51-20,6.899444,79.855556
JA0128,,Arialai Town Dialog,"No-289, Ananthan Vadali Road, Ariyalai, Jaffna.",Jaffna,Northern,9-39-59,80-2-29,9.666389,80.041389
MA0016,,Arippu Dialog [Relocation],"Arippu,shilawathurai,mannar",Mannar,Northern,8-47-34,79-55-51,8.79289,79.9307
XX0026,,Arippu MTU,"Arippu, Silawathurai, Mannar.",Mannar,Northern,8-47-51,79-56-1,8.7975,79.933611
JA0032,,Ariyalai Dialog,,Jaffna,Northern,0-0-0,0-0-0,0,0
JA0023,,Ariyalai Mobitel,"No,526,Nawalar Road,Jaffna.",Jaffna,Northern,9-39-58,80-2-5,9.666111,80.034722
KI0031,,Arsapurakulam Mobitel,"Mobitel Tower. 5 MIR HQ, Sri Lanka Army, Araspurakulam",Kilinochchi,Northern,9-23-50,80-11-9,9.397222,80.185833
CM0933,,Arthusa Lane Dialog,"No 14,Arthusa Lane,Colombo 06.",Colombo,Western,6-52-17,79-51-50,6.871389,79.863889
AM0009,,Arugambay Dialog,"Pottuvil-Panama, Main Road, Periya Ulle, Arugambay",Ampara,Eastern,6-50-11,81-49-49,6.836389,81.830278
AM0081,,Arugambay LankaBell,"Arugambay, Sinna Ulle, Pottuvil.",Ampara,Eastern,6-50-39,81-49-49,6.844167,81.830278
KE0014,,Aruggammana Dialog,"Bogala Mines, Aruggammana",Kegalle,Sabaragamuwa,7-7-2,80-18-33,7.117222,80.309167
GM0277,,Arukgoda Dialog,"No.99/1, Waduwatta, Danowita",Gampaha,Western,7-12-50,80-9-36,7.213889,80.16
CM0498,PAD/002,Arukwatta DBN [Bope Padukka],"Galabodalanda, Weragala, Padukka",Colombo,Western,6-50-8,80-6-44,6.835556,80.112222
KA0074,,Aruppola Dialog,"Pallegunnapana ,Polgolla",Kandy,Central,7-18-56,80-39-3,7.315556,80.650833
CM0786,,Ascon Residencies IBS,"608, Dr. Danister de Silva Mw, Colombo-09.",Colombo,Western,6-56-17,79-52-43,6.93818,79.8787
CM1431/P,,Ascot Avenue Dialog,"No-245,Muruththettuwe Ananda Nahimi mawatha, Colombo-05.",Colombo,Western,6-53-36,79-52-12,6.893333,79.87
GM0292,,Asgiriwalpola Lankabell,"Lanka bell tower, Asgiriwalpola, Kiridiwita, Gampaha.",Gampaha,Western,7-6-54,79-58-37,7.115,79.976944
GM0003,,Asgiriya Dialog,"317, Asgiriya, Gampaha",Gampaha,Western,7-6-34,79-59-23,7.10941,79.9897
VA0064,,Asikulam Mobitel,"""Ahyilady Thoddam""Asikulam, Vavunia.",Vavnia,Northern,8-41-18,80-31-45,8.688333,80.529167
CM0770,,Asiri Central Hospital IBS,"114, Norries Canal Road, Colombo-10.",Colombo,Western,6-55-14,79-51-57,6.92044,79.8659
CM1290,,Asiri Hospital IBS Airtel,"Asiri Hospital,Kirula Rd,Narahenpita.",Colombo,Western,6-53-37.5,79-52-27.4,6.89375,79.874278
CM1213,,Asiri Place Airtel,"No-137,""Jayasiri"" Thalahena, Malabe.",Colombo,Western,6-54-49,79-57-21,6.913611,79.955833
ICM0207,,Asiri Surgical Hospital IBS,"No-25,Kirimandala Mw, Colombo-05",Colombo,Western,6-53-42,79-52-50,6.895,79.880556
CM1421,,Astoria Indoor,"Avic Astoria,no353,galle road.colombo 3",Colombo,Western,6-54-21,79-51-11,6.905833,79.853056
CM1209,,AT Cooray IBS,"No 445A, Galle Road, Colombo 03.",Colombo,Western,6-53-49,79-51-16,6.896944,79.854444
RA0070,,Atakalanpanna Etisalat,"New Siri Hotel, Madampe, Atakalanpanna.",Ratnapura,Sabaragamuwa,6-32-6,80-35-33,6.535,80.5925
KL0126,,Atalugama Dialog,"No 01,""Zahirdale""Mahawatte,Atalugama.",Kaluthara,Western,6-41-48,79-59-38,6.696667,79.993889
KU0230,,Atharagalla Dialog,"Andiyagala Kanda,Nakolagane,Attaragalla,Galgamuwa",Kurunegala,NorthWestern,7-55-36,80-17-45,7.92658,80.2957
PO0076,,Atharagallewa Dialog,,Polonnaruwa,NorthCentral,7-42-40,80-49-48,7.711111,80.83
CM0002,ATU/001,Athurugiriya DBN,"Mahajana Mawatha,Galwarusalandawattha, Oruwala, Athurugiriya",Colombo,Western,6-53-38,80-0-20,6.893889,80.005556
CM0361,,Athurugiriya South Dialog,"No-01, Kottawa Road, Athurugiriya",Colombo,Western,6-51-58,79-59-47,6.866111,79.996389
CM1133,ATU/002,Athurugiriya Town DBN,"127/2, Kaduwela Rd, Athurugiriya",Colombo,Western,6-52-42,79-59-26,6.878333,79.990556
CM0184,,Athurugiriya Town Dialog,"117/1, Main Street, Athurugiriya",Colombo,Western,6-52-40,79-59-23,6.877778,79.989722
KL0222,,Athwelthota Dialog,"Liyagahavila,Athwelthota,Morapitiya.",Kaluthara,Western,6-32-25.8,80-17-3.78,6.5405,80.284383
CM0507,,Atigala Dialog,"No-53, Atigala, Hanwella.",Colombo,Western,6-53-23,80-3-30,6.889722,80.058333
PO0114,,Attambuoya Etisalat,"24, Samagipura, Nawanagaraya, Medirigirya.",Polonnaruwa,NorthCentral,8-11-50,80-59-45,8.197222,80.995833
GM0301,,Attanagalla Etisalat,"No-579, Attanagalla",Gampaha,Western,7-6-53,80-8-6,7.114722,80.135
PO0027,,Attankadawala Dialog,"No.23, Track 29, Attanakadawala",Polonnaruwa,NorthCentral,7-52-48,80-51-12,7.88,80.853333
GM0168,,Atteriyagahamulla Dialog,"No-128, 1st cross Road, Polhena, Kelaniya.",Gampaha,Western,6-57-50,79-55-42,6.963889,79.928333
CM0125,,Attidiya Dialog,"No.299, Main Road, Attidiya, Dehiwala",Colombo,Western,6-50-19,79-53-2,6.838611,79.883889
CM0847,,Attidiya West Dialog,"No -16, 2nd lane kawdana Brodeway, Dehiwala.",Colombo,Western,6-50-29.11,79-52-27.73,6.841419,79.874369
KE0182,,Atugoda Mobitel,"Monaragala,Hakahinna,Kegalle.",Kegalle,Sabaragamuwa,7-12-29,80-19-3,7.208056,80.3175
KL0178,,Avani Kalutara IBS,"AVANI Kalutara Resort, St. Sebastian's RoadKatuturunda, Kalutara.",Kaluthara,Western,6-34-8,79-57-37,6.568889,79.960278
GM0057,,Averiyawatta Dialog,"Weemolegedara, Averiwatta, Katunayaka",Gampaha,Western,7-9-41,79-53-2,7.161389,79.883889
RA0135,AWS/002,Avissawella DBN,"Kaluandura, Puwakpitiya, Avissawella",Ratnapura,Sabaragamuwa,6-54-19,80-12-47,6.905278,80.213056
CM0003,AWS/003,Avissawella Dialog,"Kotabodawatte, Awissawella",Colombo,Western,6-57-23,80-12-48,6.956389,80.213333
CM1186,AWS/001,Avissawella Etisalat,"Elston Estate, Avissawella",Colombo,Western,6-56-39,80-12-30,6.944167,80.208333
CM1185,AWS/SLT,Avissawella SLT,,Colombo,Western,6-57-20,80-12-21,6.955639,80.205833
XX0135,AWS/002,Avissawella-Dummy,"Kaluwadura, Puwakpitiya,Avissawella",Ratnapura,Sabaragamuwa,6-40-50,80-24-10,6.680556,80.402778
AN0077,,Avukana Dialog,"Yahamaga Rd, Avukana.",Anuradapura,NorthCentral,7-59-51,80-30-6,7.9975,80.501667
KU0041,,Avulegama Dialog,"pola junction,Aulegama",Kurunegala,NorthWestern,7-40-58,80-11-53,7.682778,80.198056
VA0042,,Awarantulawa Dialog,"121, Unit 02, Pawakkulam",Vavnia,Northern,8-42-4,80-23-54,8.701111,80.398333
CM1475,,Awissawella South Mobitel,"Elston state,puwakpitiya,Awissawella.",Colombo,Western,6-56-30.7,80-12-30,6.941861,80.208333
GA0042,,Awittawa Hutch,"No 508/4, Near Cooparative, Avittawa, Ganegoda.",Galle,Southern,6-21-26,80-9-8,6.357222,80.152222
RA0020,,Ayagama Dialog,"Bandara watte, Ayagama",Ratnapura,Sabaragamuwa,6-38-32,80-18-32,6.642222,80.308889
RA0132,,Ayagama Mobitel,"Mobitel Tower, Indarawatta, Ayagama",Ratnapura,Sabaragamuwa,6-38-60,80-18-17,6.65,80.304722
MO0020,,Ayiwela Dialog,"""Mallika Niwasa"", Ayiwela, Bibile",Monaragala,Uva,7-6-42,81-14-50,7.111667,81.247222
KU0191,,Badagamuwa Dialog,"Humbasmune Estate, Dambulla Road, Yaggapitiya, Kurunegala",Kurunegala,NorthWestern,7-30-3,80-23-30,7.500833,80.391667
HA0047,,Badagiriya Dialog,"No-15, Badagiriya, Hambanthota.",Hambantota,Southern,6-14-44,81-9-54,6.245556,81.165
GM0004,BAD/001,Badalgama DBN,"No 03, Batakanda Watte, Badalgama.",Gampaha,Western,7-16-50,79-58-25,7.280556,79.973611
MO0087,,Badalkumbura DBN,"Vykumbura Eastate, Badalakumbura.",Monaragala,Uva,6-54-19,81-13-45,6.905278,81.229167
MO0010,,Badalkumbura Dialog,"""Kodigoda Kanda"", Aralugasmada, Badalkumbura",Monaragala,Uva,6-53-21,81-13-58,6.889111,81.232778
MO0042,,Badalkumbura Lanaka Bell,"Sri Parakumba Ramaya Temple,Badalkumbura,Monaragala",Monaragala,Uva,6-53-46,81-14-23,6.896111,81.239722
GA0017,,Baddegama Dialog,"Isipathanaramaya, Mahagodakanda, Baddegama",Galle,Southern,6-10-30,80-11-20,6.175,80.188889
GA0192,BDG/001,Baddegama TNL,"TNL Tower, Pilagala Estate, Baddegama",Galle,Southern,6-8-46,80-12-48,6.146111,80.213333
GM0270,,Baddegedara Dialog,"""Banagalawatte"", Maladeniya, Kithalawalana, Mirigama",Gampaha,Western,7-17-11,80-6-44,7.286389,80.112222
BD0001,,Badulla Dialog [Eladaluwa],"Eladaluwa Division, Unugala Estate, Hali Ela",Badulla,Uva,6-58-23,81-3-12,6.973056,81.053333
BD0116,BDL/001,Badulla Etisalat,"Unugalla,Eladaluwa division,Badulla",Badulla,Uva,6-58-26,81-3-12,6.973889,81.053333
BD0002,,Badulla RT Dialog,"No.3C, South Lane, Badulla.",Badulla,Uva,6-59-20,81-3-27,6.988889,81.0575
BD0062,,Badulla Station Dialog,"No.34, Station Road, Badulla.",Badulla,Uva,6-58-58,81-3-35,6.982778,81.059722
BD0024,,Badulla Town Dialog,"No. 40, Race Court Road, Badulla",Badulla,Uva,6-59-18,81-3-36,6.988333,81.06
BD0123,,Badulla West Dialog,"No 13,Sri Wimaladhamma Mw,Badulla.",Badulla,Uva,6-59-30,81-3-21,6.991667,81.055833
KL0019,,Baduraliya Dialog,"Kamathapitiya Watta, Baduraliya",Kaluthara,Western,6-30-47,80-14-46,6.513056,80.246111
KL0044,,Baduraliya Town Dialog,"No-386, GDI Stores, Rathnapura Road, Baduraliya",Kaluthara,Western,6-31-2,80-13-53,6.517222,80.231389
PO0011,,Bakamuna Etisalat,"Behind Circit Bunglow, Mahaweli Camp, Bakamuna",Polonnaruwa,NorthCentral,7-46-20,80-49-5,7.772222,80.818056
PO0109,BKM/001,Bakamuna Mobitel,"Mahaweli Authority, Bakamoona",Polonnaruwa,NorthCentral,7-45-42,80-48-34,7.761667,80.809444
AM0033,,Bakkiella Hutch,"No 36/80,Nugalanda,Rajagasthenna.",Ampara,Eastern,7-29-33,81-38-38,7.4925,81.643889
TR0039,,Bakmeegama Mobitel,"Mobitel Tower, Tri Medawachchiya, Bakmeegama",Trincomalee,Eastern,8-43-47,80-58-7,8.729722,80.968611
KU0266,,Bakmeewewa Dialog,"Usgala,Ihala Bakmeewewa.",Kurunegala,NorthWestern,7-52-36,80-11-1,7.876667,80.183611
KA0090,,Balagolla Dialog,"Thilaka Shopping Complex, Gam Udawa, Kundasale.",Kandy,Central,7-16-50,80-41-44,7.280556,80.695556
MO0063,,Balaharuwa Dialog,"Purana Rajamaha Viharaya, Balaharuwa, Uva Kudaoya",Monaragala,Uva,6-34-18,81-2-50,6.571667,81.047222
MT0098,,Balakaduwa Dialog,"Ratwatte , Pansalatenna Estate, Ukuwela",Matale,Central,7-24-50,80-36-41,7.413889,80.611389
KU0068,,Balalla Dialog,"Elawaka Junction,Pahala Balalla,Balalla",Kurunegala,NorthWestern,7-46-36,80-15-14,7.776667,80.253889
KA0189,,Balana Dialog,"Amunupura Watta, Amunupura, Katakumbura, Kadugannawa.",Kandy,Central,7-16-12,80-30-6,7.27,80.501667
RA0136,BLG/002,Balangoda DBN,"Shilathalaramaya, Kirindigala, Balangoda",Ratnapura,Sabaragamuwa,6-39-8,80-42-23,6.652222,80.706389
RA0001,,Balangoda Dialog [Pettigala],"Pettigala Estate, Pettigala, Balangoda",Ratnapura,Sabaragamuwa,6-38-38,80-40-26,6.643889,80.673889
RA0030,,Balangoda Town Dialog,"No-14, Rest House Approach Road, Balangoda",Ratnapura,Sabaragamuwa,6-39-2,80-41-55,6.65067,80.6986
RA0199,,Balangoda West Mobitel,"Mobitel Tower, 104, Randolauyangama, Balangoda.",Ratnapura,Sabaragamuwa,6-38-1,80-42-26,6.633611,80.707222
KA0145,,Balanthota Airtel,"AT Tower, Balanthota, Nawalapitiya.",Kandy,Central,7-2-7,80-30-10,7.035278,80.502778
GA0018,,Balapitiya Dialog,"Navaratnegodabedda,wathugedara,Heenatiya Rd, Balap",Galle,Southern,6-16-31,80-2-49,6.275278,80.046944
CM1171,NUG/001,Balapokuna DBN,"High Level Road, Kirulapone, Nugegoda",Colombo,Western,6-52-32,79-52-50,6.875556,79.880556
CM0004,,Balapokuna Dialog,"No. 248, Highlevel Road, Col-06",Colombo,Western,6-52-29,79-52-52,6.874722,79.881111
CM0608,,Balapokuna East Dialog,"No-71/B, Rail Way Avenue, Nugegoda.",Colombo,Western,6-52-29,79-53-14,6.874722,79.887222
BD0057,,Ballaketuwa Dialog,"Galapitakanda Udakotasa, Pasal Mw, Ballaketuwa",Badulla,Uva,6-51-46,81-5-30,6.862778,81.091667
KE0134,,Ballapana Mobitel,"Ruwanwella Rd, Galigamuwa, Ballapana.",Kegalle,Sabaragamuwa,7-13-34,80-18-13,7.226111,80.303611
CM0685,,Ballys Colombo IBS,"Ballys Corporation PLC, No 34, D.R. Wijayawardena Mawatha, Colombo 10",Colombo,Western,6-55-55,79-51-3,6.93194,79.8508
GM0058,,Balummahara Dialog,"Belummahara Dialog,132/4,Oruthota Road,Mudangoda",Gampaha,Western,7-3-59,80-0-19,7.06635,80.0052
KA0003,,Balungala SLT,"SLT Premises, Balungala, Kadugannawa",Kandy,Central,7-14-52,80-30-54,7.247778,80.515
CM1150,COL/022,Bambalapitiya DBN [HSBC Bld],"Suntel SWITCH 2,123, BAUDDALOKA MW. B.PITIYA, COL.03",Colombo,Western,6-53-47,79-51-25,6.896389,79.856944
CM0006,,Bambalapitiya South Dialog,"43B, Haig Road, Col-04",Colombo,Western,6-53-27,79-51-15,6.890833,79.854167
GM0181,,Bambukuliya Dialog,"Puwakwatta, Bambukuliya, Kochchikade.",Gampaha,Western,7-15-57,79-53-5,7.26576,79.8847
GM0688,,Bambukuliya South Mobitel,"no45,Bambukuliya, kochchikade",Gampaha,Western,7-15-56.3,79-53-7.4,7.265639,79.885389
KU0329,,Bammanna Mobitel,Narangoda.Bammanna.,Kurunegala,NorthWestern,7-22-16,80-3-50,7.371111,80.063889
KU0102,,Bamunakotuwa Dialog,"Bamunakotuwa,Bamunakkotuwa",Kurunegala,NorthWestern,7-34-14,80-14-47,7.57068,80.2464
KU0205,,Bamunawala Dialog,"Malkaduwawa Estste,Sudarshana Mawatha,Malkaduwawa.",Kurunegala,NorthWestern,7-28-39,80-19-53,7.4775,80.331389
KU0168,,Bamungama Mobitel,"Mirihanegama,Wariyapola.",Kurunegala,NorthWestern,7-39-13,80-10-46.9,7.653611,80.179694
RA0167,,Banagoda Dialog,"Alawatta malakanda, Banagoda, Gallella.",Ratnapura,Sabaragamuwa,6-41-34,80-30-22,6.69268,80.50599
KU0092,,Bandara Koswatta Dialog,"Hunugama,bandarakoswaththa",Kurunegala,NorthWestern,7-36-33,80-10-9,7.60908,80.1692
KL0239,,Bandaragama Aluthgama Mobitel,"Walgamkelewatta, Aluthgama, Bandaragama",Kaluthara,Western,6-44-15.4,79-58-45.88,6.737611,79.979411
KL0189,BAN/001,Bandaragama DBN,"10,Kalutara Road Bandaragama",Kaluthara,Western,6-42-51,79-59-14,6.714167,79.987222
KL0002,,Bandaragama Dialog,Nandawilla kesbewa Road Bandaragama,Kaluthara,Western,6-42-54,79-59-14,6.71501,79.9871
CM0457,,Bandaranayaka Mawatha Dialog,"No-141/C, Bandaranayaka Mw, Colombo-10.",Colombo,Western,6-56-23,79-51-50,6.93966,79.8639
GM0298,,Bandarawatta Dialog,"501, Negombo Road, Seeduwa",Gampaha,Western,7-8-8,79-52-31,7.135556,79.875278
BD0003,,Bandarawela Dialog,"No.11, Main Street, Bandarawela",Badulla,Uva,6-49-50,80-59-21,6.830556,80.989167
BD0117,BDW/001,Bandarawela Etisalat,"Jalasha Kanda, Bandarawela",Badulla,Uva,6-49-32,80-59-17,6.825556,80.988056
BD0032,,Bandarawela Town Dialog,"No.509/6-7A, Esbaththuma, Badulla Road, Bandarawela",Badulla,Uva,6-49-49,80-59-52,6.830278,80.997778
KU0336,,Bandawa Airtel,"Alhena Road,bandawa,Polgahawela.",Kurunegala,NorthWestern,7-21-28,80-18-26,7.357778,80.307222
PU0099,,Bandirppuwa Dialog,"No 125D,Bandirippuwa West,Lunuwila.",Puttlam,NorthWestern,7-19-28,79-51-55,7.324444,79.865278
GM0174,,Banduragoda Mobitel,"Horagahahena, Banduragoda",Gampaha,Western,7-13-52,80-3-52,7.23119,80.0644
PU0024,,Bangadeniya Dialog,"Alles Watta ,Pallama Road ,Mukkandaluwa , Bangadeniya",Puttlam,NorthWestern,7-37-35,79-49-45,7.62651,79.8293
CM0664,,Bankshall Street Dialog,"No-57, Bankshall Street, Colombo-11",Colombo,Western,6-56-20,79-51-6,6.938889,79.851667
KU0050,,Barampola Dialog,"Barampola ,Halmillawewa",Kurunegala,NorthWestern,7-35-55,80-2-2,7.59864,80.0338
KU0088,,Barandana Dialog,"Kotakanda watta, Galapitamulla, Hindagolla",Kurunegala,NorthWestern,7-29-38,80-25-51,7.49389,80.4309
HA0069,SUR/002,Barawakumbuka DBN,"""Nadeeshani"", Velangahawela, Barawakumbuka",Hambantota,Southern,6-14-9,80-55-43,6.2357,80.9287
MO0021,,Barawaya Dialog,"6, Mile Post, Kandaudapanaduwa",Monaragala,Uva,6-59-12,81-32-33,6.98677,81.5425
KU0300,BRG/001,Barigoda DBN,Barigoda,Kurunegala,NorthWestern,7-27-29,80-6-57,7.458056,80.115833
KU0038,,Barigoda Dialog,"Kuliyapitiya Road, Kithalawa, Barigoda",Kurunegala,NorthWestern,7-27-36,80-6-32,7.46,80.108889
CM0282,,Barnes Place Dialog,"No. 85/1A, Barnes Place, Colombo-07.",Colombo,Western,6-54-48,79-52-23,6.913333,79.873056
NCM0885,,Barnes Place Nano,,Colombo,Western,6-54-49,79-51-55,6.913611,79.865278
GM0373,,Basiyawatta MTU,"No.13/A, Thalahena, Negambo",Gampaha,Western,7-10-24,79-49-25,7.17326,79.8235
GM0686,,Basiyawatta North Dialog,"Jambugahawaththa, Pitipana South, Aluthkuruwa, Negombo.",Gampaha,Western,7-11-10,79-49-18,7.186132,79.82168
KE0063,,Basnagala Etisalat,"K.Prasad Kuruppu,Panakura,Haradaha.",Kegalle,Sabaragamuwa,6-54-43,80-24-19,6.911944,80.405278
HA0018,,Bata Aththa Mobitel,"58/3, Bata-Ata, Hungama",Hambantota,Southern,6-6-22,80-54-46,6.106,80.9127
GM0615,,Batagama North Mobitel,"Ganemulla Rd, Batagama North.",Gampaha,Western,7-4-10,79-54-31,7.069444,79.908611
GA0135,,Bataganwila Dialog,"""Sri Wijayawardanaramaya"" Wawala Road, Bataganwila.",Galle,Southern,6-3-21,80-12-45,6.055833,80.2125
KA0168,,Batagoladeniya Airtel,"AT Tower, Batagalladeniya, Galhinna.",Kandy,Central,7-24-57,80-34-20,7.415833,80.572222
CM0532,,Batakattara Hutch,"Hutch Tower, No 101/1, Batakettara, Madapatha.",Colombo,Western,6-46-51,79-55-23,6.780833,79.923056
GA0031,,Batapola Dialog,"Siva Kanda, Batapola",Galle,Southern,6-13-26,80-6-58,6.224,80.1162
BD0012,,Bathalayaya Dialog,"11, Aluththarama, Bathalayaya",Badulla,Uva,7-25-57,80-59-21,7.4325,80.989167
PU0140,,Battalangunduwa SLN,"SL Navy Base ,Battalangunduwa",Puttlam,NorthWestern,8-30-37,79-47-4,8.510278,79.784444
PU0140R,,Battalanhgunduwa Etisalat [Relocation],"Sri Lanka Navy, Baththalangunduwa, Kalpitya",Puttlam,NorthWestern,8-30-37,79-47-5,8.510278,79.784722
PU0025,,Battalu Oya Dialog,"Rita Watta, Puttlam Road , Battaluoya",Puttlam,NorthWestern,7-44-0,79-49-59,7.73334,79.833
CM0128,BAT/001,Battaramulla DBN,"351, Pannipitiya Rd, Battaramulla",Colombo,Western,6-54-4,79-55-12,6.90113,79.9199
CM0127,,Battaramulla Dialog,"686,SUBHUTHI MAWATHA,BATTARAMULLA.",Colombo,Western,6-54-22,79-54-54,6.90607,79.9149
CM0540,,Battaramulla East Dialog,"No-32, Battaramulla Rd, Athulkotte, Kotte.",Colombo,Western,6-54-12,79-54-24,6.903333,79.906667
CM0965,,Battaramulla East Hutch [Relocation],"No 32, Battaramulla Rd, Ethulkotte, Kotte.",Colombo,Western,6-54-11,79-54-21,6.903056,79.905833
CM0528,,Battaramulla North Dialog,"No-376, Kaduwela Rd, Battaramulla.",Colombo,Western,6-54-15,79-55-26,6.9041,79.9239
CM1371,,Battaramulla North Reloc Mobitel,"No-19/3, Bogaha road, Battaramulla.",Colombo,Western,6-54-19,79-55-26,6.905278,79.923889
CM0416,,Battaramulla South Dialog,"No 1277/5, Rajamalwatta Road, Battaramulla.",Colombo,Western,6-53-51,79-54-54,6.89748,79.915
