cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength
GM0311,GM0005,Ganewatta_Mobitel-GM0311-18G/1599-24-ODU-1(RTNRF-1),Biyagama-GM0005-18G/1599-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.950281,6.96481,79.976872,80.0093,Ibattara 2,9.816892974415277,6.908296,79.91918,68,1727,3.927201442860415
CM0156,CM0721,Mt_Lavinia-CM0156-23G/1449-24-ODU-1(RTNRF-1),Mt_Lavinia_Hotel_Ind-CM0721-23G/1449-24-ODU-1(RTNRF-1),Colombo,Colombo,6.84257,6.83317,79.8669,79.8619,Ibattara 2,9.8649433768169,6.908296,79.91918,1162,2821,1.1773250940052395
CM0046,CM0084,Kirulapana-CM0046-26G/913-25-ODU-1(RTNRF-1),Pamankada-CM0084-26G/913-25-ODU-1(RTNRF-1),Colombo,Colombo,6.878889,6.876667,79.874722,79.866111,Ibattara 2,6.358906573644501,6.908296,79.91918,122,1781,0.9829315587294583
CM0158,CM0093,Narahenpita-CM0158-23G/1307-24-ODU-1(RTNRF-1),Polhengoda_East-CM0093-23G/1307-24-ODU-1(RTNRF-1),Colombo,Colombo,6.89684,6.885278,79.8767,79.880556,Ibattara 2,4.870305501332839,6.908296,79.91918,1581,3240,1.347794818626054
CM0878,CM0096,Windsor_ Avenue-CM0878-26G/1353-23-ODU-1(RTNRF-1),Quarry_Road-CM0096-26G/1353-23-ODU-1(RTNRF-1),Colombo,Colombo,6.855556,6.859167,79.8625,79.864722,Ibattara 2,8.333587378073734,6.908296,79.91918,1455,3114,0.46881727304978066
CM0536,CM0174,Bullers_Rd_South-CM0536-23G/1051-25-ODU-1(RTNRF-1),Thursten-CM0174-23G/1051-25-ODU-1(RTNRF-1),Colombo,Colombo,6.898611,6.903611,79.869167,79.8575,Ibattara 2,6.222953055601055,6.908296,79.91918,1072,2731,1.4029797591659197
GM0170,GM0126,Mabima-GM0170-18G/1967-HY-24-ODU-1(RTNRF-1),KADAWATA_STH-GM0126-18G/1967-HY-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94567,6.99,79.9686,79.9575,Ibattara 2,8.17671316489202,6.908296,79.91918,260,1919,5.0535958590293015
CM1032,CM0173,Devos_Lane-CM1032-26G/1228-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/1228-24-ODU-1(RTNRF-1),Colombo,Colombo,6.892222,6.894722,79.858333,79.861111,Ibattara 2,6.7726133862769355,6.908296,79.91918,928,2587,0.4131622405230082
CM1031,CM0158,Narahenpita_Jn-CM1031-26G/765-24-ODU-1(RTNRF-1),Narahenpita-CM0158-26G/765-24-ODU-1(RTNRF-1),Colombo,Colombo,6.892778,6.89684,79.876111,79.8767,Ibattara 2,4.957077186938383,6.908296,79.91918,1285,2944,0.45390975232805847
GM0170,GM0126,Mabima-GM0170-18G/1967-HY-23-ODU-1(RTNRF-1),KADAWATA_STH-GM0126-18G/1967-HY-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94567,6.99,79.9686,79.9575,Ibattara 2,8.17671316489202,6.908296,79.91918,259,1918,5.0535958590293015
GM0126,GM0119,Kadawatha_South-GM0126-23G/1412-23-ODU-1(RTNRF-1),Siyambalape-GM0119-23G/1412-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99,6.9657,79.9575,79.9839,Ibattara 2,9.569841083535813,6.908296,79.91918,1602,3261,3.9663570897215448
CM0424,CM0436,Malabe_South-CM0424-23G/699-24-ODU-1(RTNRF-1),Udumulla_RT-CM0436-23G/699-24-ODU-1(RTNRF-1),Colombo,Colombo,6.894167,6.9274,79.96,79.9407,Ibattara 2,3.4557618826551755,6.908296,79.91918,997,2656,4.249350100961763
CM0007,CM0876,Boralesgamuwa-CM0007-23G/1409-23-ODU-1(RTNRF-1),Bellanwila-CM0876-23G/1409-23-ODU-1(RTNRF-1),Colombo,Colombo,6.84164,6.849167,79.9095,79.888333,Ibattara 2,7.30697814203409,6.908296,79.91918,180,1839,2.4832843115456638
CM0037,CM0001,Kalubowila-CM0037-26G/921-23-ODU-1(RTNRF-1),Anderson_Rd-CM0001-26G/921-23-ODU-1(RTNRF-1),Colombo,Colombo,6.865833,6.858333,79.879444,79.881667,Ibattara 2,6.659013735626071,6.908296,79.91918,743,2402,0.865053201395479
CM0566,CM0046,Kirulapana_North-CM0566-26G/917-25-ODU-1(RTNRF-1),Kirulapana-CM0046-26G/917-25-ODU-1(RTNRF-1),Colombo,Colombo,6.882222,6.878889,79.876944,79.874722,Ibattara 2,5.688798793198348,6.908296,79.91918,1294,2953,0.4429159508441218
CM0878,CM0096,Windsor_ Avenue-CM0878-26G/1353-24-ODU-1(RTNRF-1),Quarry_Road-CM0096-26G/1353-24-ODU-1(RTNRF-1),Colombo,Colombo,6.855556,6.859167,79.8625,79.864722,Ibattara 2,8.333587378073734,6.908296,79.91918,1456,3115,0.46881727304978066
CM0157,CM0573,Nedimala_Suntel-CM0157-23G/1384-24-ODU-1(RTNRF-1),Pepiliyana_Town-CM0573-23G/1384-24-ODU-1(RTNRF-1),Colombo,Colombo,6.85,6.852778,79.878333,79.894444,Ibattara 2,7.262323003187598,6.908296,79.91918,1576,3235,1.8070526720083253
CM0566,CM0046,Kirulapana_North-CM0566-26G/917-23-ODU-1(RTNRF-1),Kirulapana-CM0046-26G/917-23-ODU-1(RTNRF-1),Colombo,Colombo,6.882222,6.878889,79.876944,79.874722,Ibattara 2,5.688798793198348,6.908296,79.91918,1292,2951,0.4429159508441218
CM0147,CM0573,Kohuwala_South-CM0147-23G/1050-24-ODU-1(RTNRF-1),Pepiliyana_Town-CM0573-23G/1050-24-ODU-1(RTNRF-1),Colombo,Colombo,6.861944,6.852778,79.888889,79.894444,Ibattara 2,6.401293068912424,6.908296,79.91918,1430,3089,1.1851172117256796
GM0027,GM0213,Kelaniya-GM0027-18G/971-24-ODU-1(RTNRF-1),Thambiligasmulla-GM0213-18G/971-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95735,6.97855,79.9163,79.9376,Ibattara 2,6.652809712169669,6.908296,79.91918,1420,3079,3.32215637709767
CM0375,CM0178,Veverset _Place-CM0375-23G/1732-23-ODU-1(RTNRF-1),Wellawatta_Central-CM0178-23G/1732-23-ODU-1(RTNRF-1),Colombo,Colombo,6.869722,6.875,79.861389,79.860833,Ibattara 2,7.548625520312779,6.908296,79.91918,929,2588,0.5869208848249762
CM0037,CM0001,Kalubowila-CM0037-26G/921-24-ODU-1(RTNRF-1),Anderson_Rd-CM0001-26G/921-24-ODU-1(RTNRF-1),Colombo,Colombo,6.865833,6.858333,79.879444,79.881667,Ibattara 2,6.659013735626071,6.908296,79.91918,744,2403,0.865053201395479
CM0460,CM0173,Josep Lane-CM0460-26G/673-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/673-24-ODU-1(RTNRF-1),Colombo,Colombo,6.893611,6.894722,79.856111,79.861111,Ibattara 2,6.873941922110494,6.908296,79.91918,941,2600,0.5660939608394332
CM0460,CM0726,Joseph_Lane-CM0460-26G/674-24-ODU-1(RTNRF-1),Premier_Pacific_Ind-CM0726-26G/674-24-ODU-1(RTNRF-1),Colombo,Colombo,6.893611,6.893889,79.856111,79.857222,Ibattara 2,7.093693232587134,6.908296,79.91918,1154,2813,0.1265781601740849
CM0345,CM0994,Korathota-CM0345-23G/830-23-ODU-1(RTNRF-1),Pittugala-CM0994-23G/830-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90931,6.91053,79.9973,79.9847,Ibattara 2,7.939324344437184,6.908296,79.91918,1460,3119,1.3990260277713504
CM0189,CM0246,Ethul kotte_Ind-CM0189-26G/1473-23-ODU-1(RTNRF-1),Battaramulla_West-CM0246-26G/1473-23-ODU-1(RTNRF-1),Colombo,Colombo,6.89983,6.90214,79.9058,79.9143,Ibattara 2,1.2929984832144805,6.908296,79.91918,11,1670,0.9735220695099379
CM0127,CM0965,Battaramulla-CM0127-26G/1237-23-ODU-1(RTNRF-1),Battaramulla_East-CM0965-26G/1237-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.903056,79.9149,79.905833,Ibattara 2,1.0579178320488851,6.908296,79.91918,847,2506,1.056044813922742
CM0961,CM0174,Thummulla_North-CM0961-26G/770-23-ODU-1(RTNRF-1),Thursten-CM0174-26G/770-23-ODU-1(RTNRF-1),Colombo,Colombo,6.896944,6.903611,79.860278,79.8575,Ibattara 2,6.721964242545973,6.908296,79.91918,1653,3312,0.7986745465644531
CM0037,CM0380,Kalubowila-CM0037-26G/1163-24-ODU-1(RTNRF-1),Wanarathana_Rd-CM0380-26G/1163-24-ODU-1(RTNRF-1),Colombo,Colombo,6.865833,6.856389,79.879444,79.876111,Ibattara 2,6.940345891689253,6.908296,79.91918,1246,2905,1.107478572962775
CM0576,CM0074,Koswatta_West-CM0576-23G/1306-24-ODU-1(RTNRF-1),Nawala_Town-CM0074-23G/1306-24-ODU-1(RTNRF-1),Colombo,Colombo,6.899444,6.889444,79.89,79.8875,Ibattara 2,3.6955315094980765,6.908296,79.91918,1541,3200,1.1398958065532336
CM0127,CM0802,Battaramulla-CM0127-26G/1210-23-ODU-1(RTNRF-1),Madinnagoda_South-CM0802-26G/1210-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.9101,79.9149,79.907,Ibattara 2,0.909851523726236,6.908296,79.91918,747,2406,0.9802560418317469
CM0536,CM0174,Bullers_Rd_South-CM0536-23G/1051-24-ODU-1(RTNRF-1),Thursten-CM0174-23G/1051-24-ODU-1(RTNRF-1),Colombo,Colombo,6.898611,6.903611,79.869167,79.8575,Ibattara 2,6.222953055601055,6.908296,79.91918,1071,2730,1.4029797591659197
CM1031,CM0158,Narahenpita_Jn-CM1031-26G/765-23-ODU-1(RTNRF-1),Narahenpita-CM0158-26G/765-23-ODU-1(RTNRF-1),Colombo,Colombo,6.892778,6.89684,79.876111,79.8767,Ibattara 2,4.957077186938383,6.908296,79.91918,1284,2943,0.45390975232805847
CM0127,CM0128,Battaramulla-CM0127-26G/1484-23-ODU-1(RTNRF-1),Battaramulla_Suntel-CM0128-26G/1484-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.90113,79.9149,79.9199,Ibattara 2,0.5553421694223457,6.908296,79.91918,245,1904,0.7770557576994519
CM0125,CM0344,Attidiya-CM0125-23G/716-23-ODU-1(RTNRF-1),Nedimala_South-CM0344-23G/716-23-ODU-1(RTNRF-1),Colombo,Colombo,6.838611,6.84441,79.883889,79.8761,Ibattara 2,8.561980328735201,6.908296,79.91918,466,2125,1.0735402187675607
CM1203,CM0079,MAS_Active_Cmb_Ind-CM1203-26G/1260-23-ODU-1(RTNRF-1),Nugegoda_North-CM0079-26G/1260-23-ODU-1(RTNRF-1),Colombo,Colombo,6.898056,6.880833,79.854167,79.890833,Ibattara 2,5.564336861276694,6.908296,79.91918,1351,3010,4.477669065471396
CM0327,CM0445,Narahenpita_East-CM0327-26G/1371-23-ODU-1(RTNRF-1),Polhengoda_Dialog(Relocation)-CM0445-26G/1371-23-ODU-1(RTNRF-1),Colombo,Colombo,6.890556,6.88705,79.880833,79.877383,Ibattara 2,4.925516060903799,6.908296,79.91918,492,2151,0.5438035493767904
CM0157,CM0573,Nedimala_Suntel-CM0157-23G/1384-23-ODU-1(RTNRF-1),Pepiliyana_Town-CM0573-23G/1384-23-ODU-1(RTNRF-1),Colombo,Colombo,6.85,6.852778,79.878333,79.894444,Ibattara 2,7.262323003187598,6.908296,79.91918,1575,3234,1.8070526720083253
GM0027,GM0014,Kelaniya-GM0027-18G/1337-25-ODU-1(RTNRF-1),Gonawala-GM0014-18G/1337-25-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95735,6.95484,79.9163,79.9481,Ibattara 2,5.478438919647673,6.908296,79.91918,900,2559,3.5250218432319507
GM0009,GM0698,Enderamulla-GM0009-26G/1453-23-ODU-1(RTNRF-1),Enderamulla_East-GM0698-26G/1453-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99205,6.995778,79.9128,79.917019,Ibattara 2,9.480293981663333,6.908296,79.91918,1155,2814,0.6223387206001465
CM0523,CM0173,Kassapa_Road-CM0523-26G/915-23-ODU-1(RTNRF-1),Thummulla-CM0173-26G/915-23-ODU-1(RTNRF-1),Colombo,Colombo,6.893889,6.894722,79.864444,79.861111,Ibattara 2,6.422653867216382,6.908296,79.91918,1312,2971,0.3797072191949652
GM0118,CM0424,Malwana-GM0118-13G/623-23-ODU-1(RTNRF-1),Malabe_S-CM0424-13G/623-23-ODU-1(RTNRF-1),Gampaha,Colombo,6.95196,6.894167,80.0225,79.96,Ibattara 2,8.130521740615292,6.908296,79.91918,1175,2834,9.410476948856864
CM0460,CM0173,Josep Lane-CM0460-26G/673-23-ODU-1(RTNRF-1),Thummulla-CM0173-26G/673-23-ODU-1(RTNRF-1),Colombo,Colombo,6.893611,6.894722,79.856111,79.861111,Ibattara 2,6.873941922110494,6.908296,79.91918,940,2599,0.5660939608394332
CM1230,CM0134,Liyanage_Rd-CM1230-26G/1437-23-ODU-1(RTNRF-1),Dehiwala_Dialog-CM0134-26G/1437-23-ODU-1(RTNRF-1),Colombo,Colombo,6.853611,6.854167,79.86925,79.870833,Ibattara 2,8.105423637796024,6.908296,79.91918,792,2451,0.18545756472985495
CM0127,CM1446,BATTARMULLA-CM0127-23G/1750-HY-23-ODU-1(RTNRF-1),PIPE_ ROAD-CM1446-23G/1750-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90607,6.909833,79.9149,79.934278,Ibattara 2,0.5989976114923099,6.908296,79.91918,83,1742,2.1816516546732787
CM0047,CM0004,Kohuwala_RT-CM0047-26G/843-24-ODU-1(RTNRF-1),Balapokuna-CM0004-26G/843-24-ODU-1(RTNRF-1),Colombo,Colombo,6.869167,6.874722,79.881944,79.881111,Ibattara 2,5.7860626151666015,6.908296,79.91918,905,2564,0.6211890244744582
CM0147,CM0573,Kohuwala_South-CM0147-23G/1050-23-ODU-1(RTNRF-1),Pepiliyana_Town-CM0573-23G/1050-23-ODU-1(RTNRF-1),Colombo,Colombo,6.861944,6.852778,79.888889,79.894444,Ibattara 2,6.401293068912424,6.908296,79.91918,1429,3088,1.1851172117256796
CM0154,CM0318,Meewella_Dialog-CM0154-26G/844-24-ODU-1(RTNRF-1),Sudharmaramaya_Dialog-CM0318-26G/844-24-ODU-1(RTNRF-1),Colombo,Colombo,6.884444,6.884444,79.858611,79.862778,Ibattara 2,6.981295375069126,6.908296,79.91918,580,2239,0.46054592473599715
CM0124,CM0425,Angoda-CM0124-23G/1313-24-ODU-1(RTNRF-1),Aggona_RT-CM0425-23G/1313-24-ODU-1(RTNRF-1),Colombo,Colombo,6.930278,6.915833,79.928056,79.923333,Ibattara 2,1.7839830917107646,6.908296,79.91918,1443,3102,1.6805872150230028
CM0207,CM0074,Asiri_Surgical_Out-CM0207-18G/713-23-ODU-1(RTNRF-1),Nawala_Town-CM0074-18G/713-23-ODU-1(RTNRF-1),Colombo,Colombo,6.895,6.889444,79.882222,79.8875,Ibattara 2,4.188787497485022,6.908296,79.91918,218,1877,0.8472342112571412
CM0039,CM0318,Kalubowila_N-CM0039-26G/1358-23-ODU-1(RTNRF-1),Sri_Saranankara_Road-CM0318-26G/1358-23-ODU-1(RTNRF-1),Colombo,Colombo,6.872222,6.884444,79.875278,79.862778,Ibattara 2,6.457766345267706,6.908296,79.91918,1138,2797,1.9327646954566096
CM0588,CM0275,Hewagama-CM0588-23G/683-23-ODU-1(RTNRF-1),Welivita-CM0275-23G/683-23-ODU-1(RTNRF-1),Colombo,Colombo,6.931667,6.92893,79.974167,79.9662,Ibattara 2,6.139389607812849,6.908296,79.91918,1204,2863,0.9310225321572233
CM0007,CM0571,Boralesgamuwa-CM0007-23G/759-24-ODU-1(RTNRF-1),Nawinna_South-CM0571-23G/759-24-ODU-1(RTNRF-1),Colombo,Colombo,6.84164,6.85278,79.9095,79.9106,Ibattara 2,6.830461286943776,6.908296,79.91918,1522,3181,1.237958305153197
CM0567,CM1122,KIRULAPAN_WST-CM0567-26G/1532-HY-23-ODU-1(RTNRF-1),PARK_HOSPITAL-CM1122-26G/1532-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.881389,6.88717,79.871667,79.8726,Ibattara 2,5.8386335225707535,6.908296,79.91918,1145,2804,0.6475846968200131
